,Afstemningsid,Parti,For/imod/hverken
53927,8227,DF,For
53928,8227,KF,For
53929,8227,NB,For
53930,8227,KD,For
53931,8227,UFG,For
53932,8227,S,Imod
53933,8227,SF,Imod
53934,8227,RV,Imod
53935,8227,EL,Imod
53936,8227,LA,Imod
53937,8228,DF,For
53938,8228,NB,For
53939,8228,Inger Støjberg (UFG),For
53940,8228,S,Imod
53941,8228,V,Imod
53942,8228,SF,Imod
53943,8228,RV,Imod
53944,8228,EL,Imod
53945,8228,KF,Imod
53946,8228,LA,Imod
53947,8228,KD,Imod
53948,8228,UFG,Imod
53949,8229,DF,For
53950,8229,NB,For
53951,8229,LA,For
53952,8229,Inger Støjberg (UFG),For
53953,8229,S,Imod
53954,8229,SF,Imod
53955,8229,RV,Imod
53956,8229,EL,Imod
53957,8229,KF,Imod
53958,8229,KD,Imod
53959,8229,UFG,Imod
53960,8229,V,Hverken
53961,8230,DF,For
53962,8230,KF,For
53963,8230,NB,For
53964,8230,LA,For
53965,8230,Inger Støjberg (UFG),For
53966,8230,S,Imod
53967,8230,SF,Imod
53968,8230,RV,Imod
53969,8230,EL,Imod
53970,8230,KD,Imod
53971,8230,UFG,Imod
53972,8230,V,Hverken
53973,8231,Preben Bang Henriksen (V),For
53974,8231,DF,For
53975,8231,NB,For
53976,8231,S,Imod
53977,8231,V,Imod
53978,8231,SF,Imod
53979,8231,RV,Imod
53980,8231,EL,Imod
53981,8231,KF,Imod
53982,8231,LA,Imod
53983,8231,KD,Imod
53984,8231,UFG,Imod
53985,8231,Inger Støjberg (UFG),Hverken
53986,8232,V,For
53987,8232,DF,For
53988,8232,KF,For
53989,8232,NB,For
53990,8232,LA,For
53991,8232,KD,For
53992,8232,Inger Støjberg (UFG),For
53993,8232,S,Imod
53994,8232,SF,Imod
53995,8232,RV,Imod
53996,8232,EL,Imod
53997,8232,UFG,Imod
53998,8233,V,For
53999,8233,DF,For
54000,8233,KF,For
54001,8233,KD,For
54002,8233,Inger Støjberg (UFG),For
54003,8233,S,Imod
54004,8233,SF,Imod
54005,8233,RV,Imod
54006,8233,EL,Imod
54007,8233,NB,Imod
54008,8233,LA,Imod
54009,8233,UFG,Imod
54010,8234,S,For
54011,8234,V,For
54012,8234,SF,For
54013,8234,RV,For
54014,8234,EL,For
54015,8234,KF,For
54016,8234,KD,For
54017,8234,UFG,For
54018,8234,Heidi Bank (V),Imod
54019,8234,DF,Imod
54020,8234,LA,Imod
54021,8234,NB,Hverken
54022,8235,V,For
54023,8235,DF,For
54024,8235,KF,For
54025,8235,LA,For
54026,8235,Inger Støjberg (UFG),For
54027,8235,S,Imod
54028,8235,SF,Imod
54029,8235,RV,Imod
54030,8235,EL,Imod
54031,8235,NB,Imod
54032,8235,UFG,Imod
54033,8236,S,For
54034,8236,V,For
54035,8236,DF,For
54036,8236,KF,For
54037,8236,NB,For
54038,8236,LA,For
54039,8236,Inger Støjberg (UFG),For
54040,8236,SF,Imod
54041,8236,RV,Imod
54042,8236,EL,Imod
54043,8236,UFG,Imod
54044,8237,S,For
54045,8237,V,For
54046,8237,DF,For
54047,8237,KF,For
54048,8237,NB,For
54049,8237,Inger Støjberg (UFG),For
54050,8237,SF,Imod
54051,8237,RV,Imod
54052,8237,EL,Imod
54053,8237,LA,Imod
54054,8237,KD,Imod
54055,8237,UFG,Imod
54056,8238,DF,For
54057,8238,NB,For
54058,8238,Inger Støjberg (UFG),For
54059,8238,S,Imod
54060,8238,V,Imod
54061,8238,SF,Imod
54062,8238,RV,Imod
54063,8238,EL,Imod
54064,8238,KF,Imod
54065,8238,LA,Imod
54066,8238,KD,Imod
54067,8238,UFG,Imod
54068,8239,KF,For
54069,8239,NB,For
54070,8239,LA,For
54071,8239,S,Imod
54072,8239,V,Imod
54073,8239,DF,Imod
54074,8239,SF,Imod
54075,8239,RV,Imod
54076,8239,EL,Imod
54077,8239,KD,Imod
54078,8239,UFG,Imod
54079,8240,V,For
54080,8240,DF,For
54081,8240,KF,For
54082,8240,NB,For
54083,8240,LA,For
54084,8240,Inger Støjberg (UFG),For
54085,8240,S,Imod
54086,8240,SF,Imod
54087,8240,RV,Imod
54088,8240,EL,Imod
54089,8240,UFG,Imod
54090,8241,KF,For
54091,8241,NB,For
54092,8241,LA,For
54093,8241,S,Imod
54094,8241,V,Imod
54095,8241,DF,Imod
54096,8241,SF,Imod
54097,8241,RV,Imod
54098,8241,EL,Imod
54099,8241,KD,Imod
54100,8241,UFG,Imod
54101,8242,V,For
54102,8242,DF,For
54103,8242,KF,For
54104,8242,NB,For
54105,8242,LA,For
54106,8242,KD,For
54107,8242,UFG,For
54108,8242,S,Imod
54109,8242,SF,Imod
54110,8242,RV,Imod
54111,8242,EL,Imod
54112,8243,V,For
54113,8243,DF,For
54114,8243,KF,For
54115,8243,NB,For
54116,8243,LA,For
54117,8243,KD,For
54118,8243,UFG,For
54119,8243,S,Imod
54120,8243,SF,Imod
54121,8243,RV,Imod
54122,8243,EL,Imod
54123,8244,V,For
54124,8244,DF,For
54125,8244,KF,For
54126,8244,NB,For
54127,8244,LA,For
54128,8244,UFG,For
54129,8244,S,Imod
54130,8244,SF,Imod
54131,8244,RV,Imod
54132,8244,EL,Imod
54133,8245,V,For
54134,8245,DF,For
54135,8245,KF,For
54136,8245,NB,For
54137,8245,LA,For
54138,8245,KD,For
54139,8245,UFG,For
54140,8245,S,Imod
54141,8245,SF,Imod
54142,8245,RV,Imod
54143,8245,EL,Imod
54144,8246,NB,For
54145,8246,KD,For
54146,8246,S,Imod
54147,8246,V,Imod
54148,8246,DF,Imod
54149,8246,SF,Imod
54150,8246,RV,Imod
54151,8246,EL,Imod
54152,8246,KF,Imod
54153,8246,LA,Imod
54154,8246,UFG,Imod
54155,8247,NB,For
54156,8247,KD,For
54157,8247,S,Imod
54158,8247,V,Imod
54159,8247,DF,Imod
54160,8247,SF,Imod
54161,8247,RV,Imod
54162,8247,EL,Imod
54163,8247,KF,Imod
54164,8247,LA,Imod
54165,8247,UFG,Imod
54166,8248,NB,For
54167,8248,KD,For
54168,8248,S,Imod
54169,8248,V,Imod
54170,8248,DF,Imod
54171,8248,SF,Imod
54172,8248,RV,Imod
54173,8248,EL,Imod
54174,8248,KF,Imod
54175,8248,LA,Imod
54176,8248,UFG,Imod
54177,8249,NB,For
54178,8249,KD,For
54179,8249,S,Imod
54180,8249,V,Imod
54181,8249,DF,Imod
54182,8249,SF,Imod
54183,8249,RV,Imod
54184,8249,EL,Imod
54185,8249,KF,Imod
54186,8249,LA,Imod
54187,8249,UFG,Imod
54188,8250,NB,For
54189,8250,KD,For
54190,8250,S,Imod
54191,8250,V,Imod
54192,8250,DF,Imod
54193,8250,SF,Imod
54194,8250,RV,Imod
54195,8250,EL,Imod
54196,8250,KF,Imod
54197,8250,LA,Imod
54198,8250,UFG,Imod
54199,8251,V,For
54200,8251,DF,For
54201,8251,KF,For
54202,8251,NB,For
54203,8251,LA,For
54204,8251,KD,For
54205,8251,Inger Støjberg (UFG),For
54206,8251,S,Imod
54207,8251,SF,Imod
54208,8251,RV,Imod
54209,8251,EL,Imod
54210,8251,UFG,Imod
54211,8252,RV,For
54212,8252,EL,For
54213,8252,S,Imod
54214,8252,V,Imod
54215,8252,DF,Imod
54216,8252,SF,Imod
54217,8252,Andreas Steenberg (RV),Imod
54218,8252,Kathrine Olldag (RV),Imod
54219,8252,KF,Imod
54220,8252,NB,Imod
54221,8252,LA,Imod
54222,8252,KD,Imod
54223,8252,UFG,Imod
54224,8253,Troels Ravn (S),For
54225,8253,V,For
54226,8253,LA,For
54227,8253,S,Imod
54228,8253,DF,Imod
54229,8253,SF,Imod
54230,8253,RV,Imod
54231,8253,EL,Imod
54232,8253,KF,Imod
54233,8253,NB,Imod
54234,8253,KD,Imod
54235,8253,UFG,Imod
54236,8254,SF,For
54237,8254,EL,For
54238,8254,UFG,For
54239,8254,S,Imod
54240,8254,V,Imod
54241,8254,DF,Imod
54242,8254,RV,Imod
54243,8254,KF,Imod
54244,8254,NB,Imod
54245,8254,LA,Imod
54246,8254,Inger Støjberg (UFG),Imod
54247,8255,SF,For
54248,8255,EL,For
54249,8255,UFG,For
54250,8255,S,Imod
54251,8255,V,Imod
54252,8255,DF,Imod
54253,8255,RV,Imod
54254,8255,KF,Imod
54255,8255,NB,Imod
54256,8255,LA,Imod
54257,8255,KD,Imod
54258,8255,Inger Støjberg (UFG),Imod
54259,8256,SF,For
54260,8256,RV,For
54261,8256,EL,For
54262,8256,UFG,For
54263,8256,S,Imod
54264,8256,V,Imod
54265,8256,DF,Imod
54266,8256,KF,Imod
54267,8256,NB,Imod
54268,8256,LA,Imod
54269,8256,KD,Imod
54270,8256,Inger Støjberg (UFG),Imod
54271,8257,S,For
54272,8257,V,For
54273,8257,DF,For
54274,8257,KF,For
54275,8257,NB,For
54276,8257,LA,For
54277,8257,KD,For
54278,8257,Inger Støjberg (UFG),For
54279,8257,SF,Imod
54280,8257,RV,Imod
54281,8257,EL,Imod
54282,8257,UFG,Imod
54283,8258,S,For
54284,8258,V,For
54285,8258,DF,For
54286,8258,KF,For
54287,8258,NB,For
54288,8258,LA,For
54289,8258,Inger Støjberg (UFG),For
54290,8258,SF,Imod
54291,8258,RV,Imod
54292,8258,EL,Imod
54293,8258,KD,Imod
54294,8258,UFG,Imod
54295,8259,S,For
54296,8259,V,For
54297,8259,DF,For
54298,8259,SF,For
54299,8259,RV,For
54300,8259,EL,For
54301,8259,LA,For
54302,8259,KD,For
54303,8259,UFG,For
54304,8259,KF,Imod
54305,8259,NB,Hverken
54306,8260,S,For
54307,8260,V,For
54308,8260,DF,For
54309,8260,SF,For
54310,8260,RV,For
54311,8260,EL,For
54312,8260,KF,For
54313,8260,NB,For
54314,8260,LA,For
54315,8260,ALT,For
54316,8260,KD,For
54317,8260,UFG,For
54318,8261,S,For
54319,8261,V,For
54320,8261,SF,For
54321,8261,RV,For
54322,8261,EL,For
54323,8261,KF,For
54324,8261,ALT,For
54325,8261,KD,For
54326,8261,UFG,For
54327,8261,DF,Imod
54328,8261,NB,Imod
54329,8261,LA,Imod
54330,8262,S,For
54331,8262,SF,For
54332,8262,RV,For
54333,8262,EL,For
54334,8262,V,Imod
54335,8262,DF,Imod
54336,8262,KF,Imod
54337,8262,NB,Imod
54338,8262,LA,Imod
54339,8262,ALT,Imod
54340,8262,Inger Støjberg (UFG),Imod
54341,8262,UFG,Hverken
54342,8263,S,For
54343,8263,SF,For
54344,8263,RV,For
54345,8263,EL,For
54346,8263,ALT,For
54347,8263,KD,For
54348,8263,UFG,For
54349,8263,V,Imod
54350,8263,DF,Imod
54351,8263,KF,Imod
54352,8263,NB,Imod
54353,8263,LA,Imod
54354,8263,Inger Støjberg (UFG),Imod
54355,8264,S,For
54356,8264,V,For
54357,8264,DF,For
54358,8264,SF,For
54359,8264,RV,For
54360,8264,EL,For
54361,8264,ALT,For
54362,8264,KD,For
54363,8264,UFG,For
54364,8264,Sophie Løhde (V),Imod
54365,8264,KF,Imod
54366,8264,NB,Imod
54367,8264,LA,Imod
54368,8265,S,For
54369,8265,SF,For
54370,8265,RV,For
54371,8265,EL,For
54372,8265,ALT,For
54373,8265,UFG,For
54374,8265,Sophie Løhde (V),Imod
54375,8265,KF,Imod
54376,8265,NB,Imod
54377,8265,LA,Imod
54378,8265,Inger Støjberg (UFG),Imod
54379,8265,V,Hverken
54380,8265,DF,Hverken
54381,8265,KD,Hverken
54382,8266,S,For
54383,8266,V,For
54384,8266,DF,For
54385,8266,SF,For
54386,8266,RV,For
54387,8266,EL,For
54388,8266,KF,For
54389,8266,NB,For
54390,8266,LA,For
54391,8266,ALT,For
54392,8266,KD,For
54393,8266,UFG,For
54394,8267,S,For
54395,8267,V,For
54396,8267,DF,For
54397,8267,SF,For
54398,8267,RV,For
54399,8267,EL,For
54400,8267,KF,For
54401,8267,NB,For
54402,8267,ALT,For
54403,8267,KD,For
54404,8267,UFG,For
54405,8267,LA,Imod
54406,8268,S,For
54407,8268,V,For
54408,8268,DF,For
54409,8268,SF,For
54410,8268,RV,For
54411,8268,EL,For
54412,8268,KF,For
54413,8268,NB,For
54414,8268,LA,For
54415,8268,ALT,For
54416,8268,UFG,For
54417,8269,S,For
54418,8269,V,For
54419,8269,DF,For
54420,8269,SF,For
54421,8269,RV,For
54422,8269,EL,For
54423,8269,KF,For
54424,8269,NB,For
54425,8269,LA,For
54426,8269,KD,For
54427,8269,Inger Støjberg (UFG),For
54428,8269,ALT,Imod
54429,8269,UFG,Imod
54430,8270,S,For
54431,8270,V,For
54432,8270,DF,For
54433,8270,KF,For
54434,8270,NB,For
54435,8270,LA,For
54436,8270,Inger Støjberg (UFG),For
54437,8270,SF,Imod
54438,8270,RV,Imod
54439,8270,EL,Imod
54440,8270,ALT,Imod
54441,8270,UFG,Imod
54442,8271,V,For
54443,8271,DF,For
54444,8271,KF,For
54445,8271,NB,For
54446,8271,LA,For
54447,8271,Inger Støjberg (UFG),For
54448,8271,S,Imod
54449,8271,SF,Imod
54450,8271,RV,Imod
54451,8271,EL,Imod
54452,8271,ALT,Imod
54453,8271,UFG,Imod
54454,8272,S,For
54455,8272,V,For
54456,8272,DF,For
54457,8272,SF,For
54458,8272,KF,For
54459,8272,NB,For
54460,8272,LA,For
54461,8272,Inger Støjberg (UFG),For
54462,8272,RV,Imod
54463,8272,EL,Imod
54464,8272,ALT,Imod
54465,8272,UFG,Imod
54466,8273,V,For
54467,8273,DF,For
54468,8273,KF,For
54469,8273,NB,For
54470,8273,LA,For
54471,8273,KD,For
54472,8273,Inger Støjberg (UFG),For
54473,8273,S,Imod
54474,8273,SF,Imod
54475,8273,RV,Imod
54476,8273,EL,Imod
54477,8273,ALT,Imod
54478,8273,UFG,Imod
54479,8274,SF,For
54480,8274,RV,For
54481,8274,EL,For
54482,8274,KF,For
54483,8274,ALT,For
54484,8274,KD,For
54485,8274,UFG,For
54486,8274,S,Imod
54487,8274,V,Imod
54488,8274,DF,Imod
54489,8274,Birgitte Bergman (KF),Imod
54490,8274,NB,Imod
54491,8274,LA,Imod
54492,8274,Inger Støjberg (UFG),Imod
54493,8275,S,For
54494,8275,V,For
54495,8275,DF,For
54496,8275,SF,For
54497,8275,KF,For
54498,8275,NB,For
54499,8275,LA,For
54500,8275,Inger Støjberg (UFG),For
54501,8275,RV,Imod
54502,8275,EL,Imod
54503,8275,ALT,Imod
54504,8275,KD,Imod
54505,8275,UFG,Imod
54506,8276,SF,For
54507,8276,RV,For
54508,8276,EL,For
54509,8276,LA,For
54510,8276,ALT,For
54511,8276,KD,For
54512,8276,UFG,For
54513,8276,S,Imod
54514,8276,V,Imod
54515,8276,DF,Imod
54516,8276,KF,Imod
54517,8276,NB,Imod
54518,8276,Inger Støjberg (UFG),Imod
54519,8277,SF,For
54520,8277,RV,For
54521,8277,EL,For
54522,8277,ALT,For
54523,8277,KD,For
54524,8277,UFG,For
54525,8277,S,Imod
54526,8277,V,Imod
54527,8277,DF,Imod
54528,8277,KF,Imod
54529,8277,NB,Imod
54530,8277,LA,Imod
54531,8277,Inger Støjberg (UFG),Imod
54532,8278,SF,For
54533,8278,RV,For
54534,8278,EL,For
54535,8278,LA,For
54536,8278,ALT,For
54537,8278,KD,For
54538,8278,UFG,For
54539,8278,S,Imod
54540,8278,V,Imod
54541,8278,DF,Imod
54542,8278,KF,Imod
54543,8278,NB,Imod
54544,8278,Inger Støjberg (UFG),Imod
54545,8279,V,For
54546,8279,DF,For
54547,8279,Anne Valentina Berthelsen (SF),For
54548,8279,KF,For
54549,8279,NB,For
54550,8279,LA,For
54551,8279,UFG,For
54552,8279,S,Imod
54553,8279,SF,Imod
54554,8279,RV,Imod
54555,8279,EL,Imod
54556,8279,ALT,Imod
54557,8279,KD,Imod
54558,8280,S,For
54559,8280,V,For
54560,8280,DF,For
54561,8280,SF,For
54562,8280,KF,For
54563,8280,NB,For
54564,8280,LA,For
54565,8280,Inger Støjberg (UFG),For
54566,8280,RV,Imod
54567,8280,EL,Imod
54568,8280,ALT,Imod
54569,8280,KD,Imod
54570,8280,UFG,Imod
54571,8281,V,For
54572,8281,DF,For
54573,8281,KF,For
54574,8281,NB,For
54575,8281,LA,For
54576,8281,S,Imod
54577,8281,SF,Imod
54578,8281,RV,Imod
54579,8281,EL,Imod
54580,8281,ALT,Imod
54581,8281,UFG,Imod
54582,8282,S,For
54583,8282,V,For
54584,8282,DF,For
54585,8282,SF,For
54586,8282,RV,For
54587,8282,EL,For
54588,8282,KF,For
54589,8282,NB,For
54590,8282,LA,For
54591,8282,ALT,For
54592,8282,KD,For
54593,8282,UFG,For
54594,8283,S,For
54595,8283,V,For
54596,8283,DF,For
54597,8283,SF,For
54598,8283,EL,For
54599,8283,KF,For
54600,8283,NB,For
54601,8283,LA,For
54602,8283,KD,For
54603,8283,UFG,For
54604,8283,RV,Imod
54605,8283,ALT,Imod
54606,8284,S,For
54607,8284,V,For
54608,8284,DF,For
54609,8284,KF,For
54610,8284,NB,For
54611,8284,LA,For
54612,8284,Inger Støjberg (UFG),For
54613,8284,SF,Imod
54614,8284,RV,Imod
54615,8284,EL,Imod
54616,8284,ALT,Imod
54617,8284,KD,Imod
54618,8284,UFG,Imod
54619,8285,S,For
54620,8285,V,For
54621,8285,DF,For
54622,8285,SF,For
54623,8285,RV,For
54624,8285,EL,For
54625,8285,KF,For
54626,8285,NB,For
54627,8285,LA,For
54628,8285,ALT,For
54629,8285,KD,For
54630,8285,Inger Støjberg (UFG),For
54631,8285,UFG,Hverken
54632,8286,S,For
54633,8286,V,For
54634,8286,DF,For
54635,8286,SF,For
54636,8286,RV,For
54637,8286,EL,For
54638,8286,KF,For
54639,8286,NB,For
54640,8286,LA,For
54641,8286,ALT,For
54642,8286,KD,For
54643,8286,UFG,For
54644,8287,S,For
54645,8287,SF,For
54646,8287,RV,For
54647,8287,EL,For
54648,8287,V,Imod
54649,8287,DF,Imod
54650,8287,KF,Imod
54651,8287,NB,Imod
54652,8287,LA,Imod
54653,8287,UFG,Imod
54654,8287,ALT,Hverken
54655,8288,S,For
54656,8288,SF,For
54657,8288,RV,For
54658,8288,EL,For
54659,8288,KF,For
54660,8288,LA,For
54661,8288,ALT,For
54662,8288,UFG,For
54663,8288,V,Imod
54664,8288,DF,Imod
54665,8288,NB,Imod
54666,8288,Inger Støjberg (UFG),Imod
54667,8288,KD,Hverken
54668,8289,S,For
54669,8289,V,For
54670,8289,DF,For
54671,8289,SF,For
54672,8289,RV,For
54673,8289,EL,For
54674,8289,KF,For
54675,8289,LA,For
54676,8289,ALT,For
54677,8289,KD,For
54678,8289,UFG,For
54679,8289,NB,Hverken
54680,8290,S,For
54681,8290,V,For
54682,8290,DF,For
54683,8290,SF,For
54684,8290,RV,For
54685,8290,EL,For
54686,8290,KF,For
54687,8290,NB,For
54688,8290,ALT,For
54689,8290,KD,For
54690,8290,UFG,For
54691,8290,LA,Imod
54692,8291,V,For
54693,8291,DF,For
54694,8291,KF,For
54695,8291,NB,For
54696,8291,LA,For
54697,8291,UFG,For
54698,8291,S,Imod
54699,8291,SF,Imod
54700,8291,RV,Imod
54701,8291,EL,Imod
54702,8291,ALT,Imod
54703,8292,SF,For
54704,8292,EL,For
54705,8292,ALT,For
54706,8292,UFG,For
54707,8292,S,Imod
54708,8292,V,Imod
54709,8292,DF,Imod
54710,8292,KF,Imod
54711,8292,NB,Imod
54712,8292,LA,Imod
54713,8292,Inger Støjberg (UFG),Imod
54714,8292,RV,Hverken
54715,8292,KD,Hverken
54716,8293,S,For
54717,8293,V,For
54718,8293,DF,For
54719,8293,SF,For
54720,8293,RV,For
54721,8293,EL,For
54722,8293,KF,For
54723,8293,NB,For
54724,8293,LA,For
54725,8293,ALT,For
54726,8293,KD,For
54727,8293,UFG,For
54728,8294,EL,For
54729,8294,ALT,For
54730,8294,UFG,For
54731,8294,S,Imod
54732,8294,V,Imod
54733,8294,DF,Imod
54734,8294,SF,Imod
54735,8294,RV,Imod
54736,8294,KF,Imod
54737,8294,NB,Imod
54738,8294,LA,Imod
54739,8294,KD,Imod
54740,8294,Inger Støjberg (UFG),Imod
54741,8295,V,For
54742,8295,KF,For
54743,8295,NB,For
54744,8295,LA,For
54745,8295,Inger Støjberg (UFG),For
54746,8295,S,Imod
54747,8295,DF,Imod
54748,8295,SF,Imod
54749,8295,RV,Imod
54750,8295,EL,Imod
54751,8295,ALT,Imod
54752,8295,UFG,Imod
54753,8296,V,For
54754,8296,KF,For
54755,8296,NB,For
54756,8296,LA,For
54757,8296,Inger Støjberg (UFG),For
54758,8296,S,Imod
54759,8296,DF,Imod
54760,8296,SF,Imod
54761,8296,RV,Imod
54762,8296,EL,Imod
54763,8296,ALT,Imod
54764,8296,UFG,Imod
54765,8297,EL,For
54766,8297,ALT,For
54767,8297,UFG,For
54768,8297,S,Imod
54769,8297,V,Imod
54770,8297,DF,Imod
54771,8297,SF,Imod
54772,8297,RV,Imod
54773,8297,KF,Imod
54774,8297,NB,Imod
54775,8297,LA,Imod
54776,8297,KD,Imod
54777,8297,Inger Støjberg (UFG),Imod
54778,8298,DF,For
54779,8298,NB,For
54780,8298,Inger Støjberg (UFG),For
54781,8298,S,Imod
54782,8298,V,Imod
54783,8298,SF,Imod
54784,8298,RV,Imod
54785,8298,EL,Imod
54786,8298,KF,Imod
54787,8298,LA,Imod
54788,8298,ALT,Imod
54789,8298,KD,Imod
54790,8298,UFG,Imod
54791,8299,DF,For
54792,8299,NB,For
54793,8299,LA,For
54794,8299,S,Imod
54795,8299,V,Imod
54796,8299,SF,Imod
54797,8299,RV,Imod
54798,8299,EL,Imod
54799,8299,KF,Imod
54800,8299,ALT,Imod
54801,8299,KD,Imod
54802,8299,UFG,Imod
54803,8299,Inger Støjberg (UFG),Hverken
54804,8300,V,For
54805,8300,DF,For
54806,8300,KF,For
54807,8300,NB,For
54808,8300,LA,For
54809,8300,Inger Støjberg (UFG),For
54810,8300,S,Imod
54811,8300,SF,Imod
54812,8300,RV,Imod
54813,8300,EL,Imod
54814,8300,ALT,Imod
54815,8300,KD,Imod
54816,8300,UFG,Imod
54817,8301,Bjarne Laustsen (S),For
54818,8301,EL,For
54819,8301,ALT,For
54820,8301,UFG,For
54821,8301,S,Imod
54822,8301,V,Imod
54823,8301,DF,Imod
54824,8301,SF,Imod
54825,8301,RV,Imod
54826,8301,KF,Imod
54827,8301,NB,Imod
54828,8301,LA,Imod
54829,8301,KD,Imod
54830,8301,Inger Støjberg (UFG),Imod
54831,8302,DF,For
54832,8302,UFG,For
54833,8302,S,Imod
54834,8302,V,Imod
54835,8302,SF,Imod
54836,8302,RV,Imod
54837,8302,EL,Imod
54838,8302,KF,Imod
54839,8302,NB,Imod
54840,8302,LA,Imod
54841,8302,ALT,Imod
54842,8302,KD,Imod
54843,8302,Inger Støjberg (UFG),Imod
54844,8303,SF,For
54845,8303,EL,For
54846,8303,ALT,For
54847,8303,KD,For
54848,8303,UFG,For
54849,8303,S,Imod
54850,8303,V,Imod
54851,8303,DF,Imod
54852,8303,RV,Imod
54853,8303,KF,Imod
54854,8303,NB,Imod
54855,8303,LA,Imod
54856,8303,Inger Støjberg (UFG),Imod
54857,8304,DF,For
54858,8304,SF,For
54859,8304,RV,For
54860,8304,EL,For
54861,8304,NB,For
54862,8304,ALT,For
54863,8304,KD,For
54864,8304,UFG,For
54865,8304,S,Imod
54866,8304,V,Imod
54867,8304,KF,Imod
54868,8304,LA,Imod
54869,8304,Inger Støjberg (UFG),Imod
54870,8305,V,For
54871,8305,DF,For
54872,8305,NB,For
54873,8305,LA,For
54874,8305,KD,For
54875,8305,Inger Støjberg (UFG),For
54876,8305,S,Imod
54877,8305,SF,Imod
54878,8305,RV,Imod
54879,8305,EL,Imod
54880,8305,KF,Imod
54881,8305,ALT,Imod
54882,8305,UFG,Imod
54883,8306,V,For
54884,8306,DF,For
54885,8306,NB,For
54886,8306,LA,For
54887,8306,KD,For
54888,8306,Inger Støjberg (UFG),For
54889,8306,S,Imod
54890,8306,SF,Imod
54891,8306,RV,Imod
54892,8306,EL,Imod
54893,8306,KF,Imod
54894,8306,ALT,Imod
54895,8306,UFG,Imod
54896,8307,V,For
54897,8307,DF,For
54898,8307,KF,For
54899,8307,KD,For
54900,8307,Inger Støjberg (UFG),For
54901,8307,S,Imod
54902,8307,SF,Imod
54903,8307,RV,Imod
54904,8307,EL,Imod
54905,8307,LA,Imod
54906,8307,ALT,Imod
54907,8307,UFG,Imod
54908,8307,NB,Hverken
54909,8308,SF,For
54910,8308,RV,For
54911,8308,EL,For
54912,8308,Mai Mercado (KF),For
54913,8308,ALT,For
54914,8308,KD,For
54915,8308,UFG,For
54916,8308,S,Imod
54917,8308,V,Imod
54918,8308,DF,Imod
54919,8308,KF,Imod
54920,8308,NB,Imod
54921,8308,LA,Imod
54922,8308,Inger Støjberg (UFG),Imod
54923,8309,DF,For
54924,8309,S,Imod
54925,8309,V,Imod
54926,8309,SF,Imod
54927,8309,RV,Imod
54928,8309,EL,Imod
54929,8309,KF,Imod
54930,8309,LA,Imod
54931,8309,ALT,Imod
54932,8309,KD,Imod
54933,8309,UFG,Imod
54934,8309,NB,Hverken
54935,8309,Inger Støjberg (UFG),Hverken
54936,8310,V,For
54937,8310,DF,For
54938,8310,KF,For
54939,8310,NB,For
54940,8310,KD,For
54941,8310,Inger Støjberg (UFG),For
54942,8310,S,Imod
54943,8310,SF,Imod
54944,8310,RV,Imod
54945,8310,EL,Imod
54946,8310,LA,Imod
54947,8310,ALT,Imod
54948,8310,UFG,Imod
54949,8311,V,For
54950,8311,KF,For
54951,8311,NB,For
54952,8311,KD,For
54953,8311,Inger Støjberg (UFG),For
54954,8311,S,Imod
54955,8311,DF,Imod
54956,8311,SF,Imod
54957,8311,RV,Imod
54958,8311,EL,Imod
54959,8311,LA,Imod
54960,8311,ALT,Imod
54961,8311,UFG,Imod
54962,8312,V,For
54963,8312,KD,For
54964,8312,UFG,For
54965,8312,S,Imod
54966,8312,DF,Imod
54967,8312,SF,Imod
54968,8312,RV,Imod
54969,8312,EL,Imod
54970,8312,KF,Imod
54971,8312,NB,Imod
54972,8312,LA,Imod
54973,8312,ALT,Imod
54974,8312,Inger Støjberg (UFG),Imod
54975,8313,DF,For
54976,8313,SF,For
54977,8313,ALT,For
54978,8313,KD,For
54979,8313,UFG,For
54980,8313,S,Imod
54981,8313,V,Imod
54982,8313,RV,Imod
54983,8313,EL,Imod
54984,8313,KF,Imod
54985,8313,NB,Imod
54986,8313,LA,Imod
54987,8313,Inger Støjberg (UFG),Hverken
54988,8314,DF,For
54989,8314,SF,For
54990,8314,UFG,For
54991,8314,S,Imod
54992,8314,RV,Imod
54993,8314,KF,Imod
54994,8314,LA,Imod
54995,8314,V,Hverken
54996,8314,EL,Hverken
54997,8314,NB,Hverken
54998,8314,ALT,Hverken
54999,8314,KD,Hverken
55000,8315,S,For
55001,8315,V,For
55002,8315,DF,For
55003,8315,SF,For
55004,8315,RV,For
55005,8315,EL,For
55006,8315,KF,For
55007,8315,ALT,For
55008,8315,KD,For
55009,8315,UFG,For
55010,8315,NB,Imod
55011,8315,LA,Imod
55012,8316,V,For
55013,8316,DF,For
55014,8316,SF,For
55015,8316,KF,For
55016,8316,NB,For
55017,8316,KD,For
55018,8316,UFG,For
55019,8316,S,Imod
55020,8316,RV,Imod
55021,8316,EL,Imod
55022,8316,LA,Imod
55023,8316,ALT,Hverken
55024,8317,S,For
55025,8317,V,For
55026,8317,DF,For
55027,8317,SF,For
55028,8317,RV,For
55029,8317,EL,For
55030,8317,KF,For
55031,8317,ALT,For
55032,8317,KD,For
55033,8317,UFG,For
55034,8317,LA,Imod
55035,8317,NB,Hverken
55036,8318,S,For
55037,8318,V,For
55038,8318,DF,For
