,Afstemningsid,Parti,For/imod/hverken
52845,8137,SF,Imod
52846,8137,RV,Imod
52847,8137,EL,Imod
52848,8137,ALT,Imod
52849,8137,KD,Imod
52850,8137,UFG,Imod
52851,8138,V,For
52852,8138,DF,For
52853,8138,KF,For
52854,8138,NB,For
52855,8138,S,Imod
52856,8138,SF,Imod
52857,8138,RV,Imod
52858,8138,EL,Imod
52859,8138,LA,Imod
52860,8138,ALT,Imod
52861,8138,KD,Imod
52862,8138,UFG,Imod
52863,8139,DF,For
52864,8139,KF,For
52865,8139,NB,For
52866,8139,S,Imod
52867,8139,V,Imod
52868,8139,SF,Imod
52869,8139,RV,Imod
52870,8139,EL,Imod
52871,8139,LA,Imod
52872,8139,ALT,Imod
52873,8139,KD,Imod
52874,8139,UFG,Imod
52875,8140,V,For
52876,8140,DF,For
52877,8140,KF,For
52878,8140,NB,For
52879,8140,LA,For
52880,8140,S,Imod
52881,8140,SF,Imod
52882,8140,RV,Imod
52883,8140,EL,Imod
52884,8140,ALT,Imod
52885,8140,KD,Imod
52886,8140,UFG,Imod
52887,8141,DF,For
52888,8141,KF,For
52889,8141,NB,For
52890,8141,LA,For
52891,8141,S,Imod
52892,8141,Anne Honoré Østergaard (V),Imod
52893,8141,SF,Imod
52894,8141,RV,Imod
52895,8141,EL,Imod
52896,8141,ALT,Imod
52897,8141,KD,Imod
52898,8141,UFG,Imod
52899,8141,V,Hverken
52900,8142,V,For
52901,8142,DF,For
52902,8142,KF,For
52903,8142,NB,For
52904,8142,LA,For
52905,8142,S,Imod
52906,8142,SF,Imod
52907,8142,RV,Imod
52908,8142,EL,Imod
52909,8142,ALT,Imod
52910,8142,KD,Imod
52911,8142,UFG,Imod
52912,8143,SF,For
52913,8143,EL,For
52914,8143,ALT,For
52915,8143,UFG,For
52916,8143,S,Imod
52917,8143,V,Imod
52918,8143,DF,Imod
52919,8143,RV,Imod
52920,8143,KF,Imod
52921,8143,NB,Imod
52922,8143,LA,Imod
52923,8143,KD,Imod
52924,8144,S,For
52925,8144,V,For
52926,8144,DF,For
52927,8144,SF,For
52928,8144,RV,For
52929,8144,EL,For
52930,8144,KF,For
52931,8144,NB,For
52932,8144,LA,For
52933,8144,ALT,For
52934,8144,KD,For
52935,8144,UFG,For
52936,8145,SF,For
52937,8145,RV,For
52938,8145,EL,For
52939,8145,ALT,For
52940,8145,KD,For
52941,8145,Uffe Elbæk (UFG),For
52942,8145,S,Imod
52943,8145,V,Imod
52944,8145,DF,Imod
52945,8145,KF,Imod
52946,8145,NB,Imod
52947,8145,LA,Imod
52948,8145,Inger Støjberg (UFG),Imod
52949,8146,DF,For
52950,8146,KF,For
52951,8146,NB,For
52952,8146,Inger Støjberg (UFG),For
52953,8146,S,Imod
52954,8146,V,Imod
52955,8146,SF,Imod
52956,8146,RV,Imod
52957,8146,EL,Imod
52958,8146,LA,Imod
52959,8146,ALT,Imod
52960,8146,KD,Imod
52961,8146,Uffe Elbæk (UFG),Imod
52962,8147,S,For
52963,8147,V,For
52964,8147,DF,For
52965,8147,SF,For
52966,8147,RV,For
52967,8147,EL,For
52968,8147,KF,For
52969,8147,NB,For
52970,8147,LA,For
52971,8147,ALT,For
52972,8147,KD,For
52973,8147,UFG,For
52974,8148,S,For
52975,8148,V,For
52976,8148,DF,For
52977,8148,SF,For
52978,8148,RV,For
52979,8148,EL,For
52980,8148,KF,For
52981,8148,NB,For
52982,8148,LA,For
52983,8148,ALT,For
52984,8148,KD,For
52985,8148,UFG,For
52986,8149,S,For
52987,8149,V,For
52988,8149,DF,For
52989,8149,SF,For
52990,8149,RV,For
52991,8149,KF,For
52992,8149,NB,For
52993,8149,LA,For
52994,8149,KD,For
52995,8149,Inger Støjberg (UFG),For
52996,8149,EL,Imod
52997,8149,ALT,Imod
52998,8149,Uffe Elbæk (UFG),Imod
52999,8150,SF,For
53000,8150,EL,For
53001,8150,ALT,For
53002,8150,KD,For
53003,8150,Uffe Elbæk (UFG),For
53004,8150,S,Imod
53005,8150,V,Imod
53006,8150,DF,Imod
53007,8150,RV,Imod
53008,8150,KF,Imod
53009,8150,NB,Imod
53010,8150,LA,Imod
53011,8150,Inger Støjberg (UFG),Imod
53012,8151,S,For
53013,8151,V,For
53014,8151,DF,For
53015,8151,SF,For
53016,8151,RV,For
53017,8151,KF,For
53018,8151,LA,For
53019,8151,Inger Støjberg (UFG),For
53020,8151,EL,Imod
53021,8151,NB,Imod
53022,8151,ALT,Imod
53023,8151,KD,Imod
53024,8151,Uffe Elbæk (UFG),Imod
53025,8152,DF,For
53026,8152,NB,For
53027,8152,LA,For
53028,8152,Inger Støjberg (UFG),For
53029,8152,S,Imod
53030,8152,V,Imod
53031,8152,SF,Imod
53032,8152,RV,Imod
53033,8152,EL,Imod
53034,8152,KF,Imod
53035,8152,ALT,Imod
53036,8152,KD,Imod
53037,8152,Uffe Elbæk (UFG),Imod
53038,8153,DF,For
53039,8153,LA,For
53040,8153,Inger Støjberg (UFG),For
53041,8153,S,Imod
53042,8153,SF,Imod
53043,8153,RV,Imod
53044,8153,EL,Imod
53045,8153,KF,Imod
53046,8153,NB,Imod
53047,8153,ALT,Imod
53048,8153,KD,Imod
53049,8153,Uffe Elbæk (UFG),Imod
53050,8153,V,Hverken
53051,8154,DF,For
53052,8154,Inger Støjberg (UFG),For
53053,8154,S,Imod
53054,8154,SF,Imod
53055,8154,RV,Imod
53056,8154,EL,Imod
53057,8154,KF,Imod
53058,8154,NB,Imod
53059,8154,LA,Imod
53060,8154,ALT,Imod
53061,8154,KD,Imod
53062,8154,Uffe Elbæk (UFG),Imod
53063,8154,V,Hverken
53064,8155,RV,For
53065,8155,KF,For
53066,8155,NB,For
53067,8155,LA,For
53068,8155,ALT,For
53069,8155,KD,For
53070,8155,UFG,For
53071,8155,S,Imod
53072,8155,DF,Imod
53073,8155,SF,Imod
53074,8155,Kristian Hegaard (RV),Imod
53075,8155,Henrik Vinther (RV),Imod
53076,8155,EL,Imod
53077,8155,V,Hverken
53078,8156,V,For
53079,8156,DF,For
53080,8156,Katrine Robsøe (RV),For
53081,8156,Henrik Vinther (RV),For
53082,8156,Susan Kronborg (RV),For
53083,8156,KF,For
53084,8156,ALT,For
53085,8156,KD,For
53086,8156,UFG,For
53087,8156,S,Imod
53088,8156,SF,Imod
53089,8156,RV,Imod
53090,8156,EL,Imod
53091,8156,LA,Imod
53092,8156,NB,Hverken
53093,8157,EL,For
53094,8157,KF,For
53095,8157,KD,For
53096,8157,S,Imod
53097,8157,V,Imod
53098,8157,DF,Imod
53099,8157,SF,Imod
53100,8157,RV,Imod
53101,8157,NB,Imod
53102,8157,LA,Imod
53103,8157,ALT,Imod
53104,8157,UFG,Imod
53105,8158,SF,For
53106,8158,RV,For
53107,8158,EL,For
53108,8158,ALT,For
53109,8158,Uffe Elbæk (UFG),For
53110,8158,S,Imod
53111,8158,V,Imod
53112,8158,DF,Imod
53113,8158,KF,Imod
53114,8158,NB,Imod
53115,8158,LA,Imod
53116,8158,KD,Imod
53117,8158,Inger Støjberg (UFG),Imod
53118,8159,DF,For
53119,8159,SF,For
53120,8159,EL,For
53121,8159,NB,For
53122,8159,LA,For
53123,8159,Uffe Elbæk (UFG),For
53124,8159,S,Imod
53125,8159,V,Imod
53126,8159,KF,Imod
53127,8159,ALT,Imod
53128,8159,KD,Imod
53129,8159,Inger Støjberg (UFG),Imod
53130,8159,RV,Hverken
53131,8160,RV,For
53132,8160,EL,For
53133,8160,ALT,For
53134,8160,KD,For
53135,8160,Uffe Elbæk (UFG),For
53136,8160,S,Imod
53137,8160,V,Imod
53138,8160,DF,Imod
53139,8160,SF,Imod
53140,8160,KF,Imod
53141,8160,NB,Imod
53142,8160,LA,Imod
53143,8160,Inger Støjberg (UFG),Imod
53144,8161,DF,For
53145,8161,KF,For
53146,8161,NB,For
53147,8161,LA,For
53148,8161,KD,For
53149,8161,Inger Støjberg (UFG),For
53150,8161,S,Imod
53151,8161,V,Imod
53152,8161,SF,Imod
53153,8161,RV,Imod
53154,8161,EL,Imod
53155,8161,ALT,Imod
53156,8161,Uffe Elbæk (UFG),Imod
53157,8162,SF,For
53158,8162,RV,For
53159,8162,EL,For
53160,8162,ALT,For
53161,8162,Uffe Elbæk (UFG),For
53162,8162,S,Imod
53163,8162,V,Imod
53164,8162,DF,Imod
53165,8162,KF,Imod
53166,8162,NB,Imod
53167,8162,LA,Imod
53168,8162,KD,Imod
53169,8162,Inger Støjberg (UFG),Imod
53170,8163,DF,For
53171,8163,EL,For
53172,8163,NB,For
53173,8163,ALT,For
53174,8163,UFG,For
53175,8163,S,Imod
53176,8163,V,Imod
53177,8163,SF,Imod
53178,8163,RV,Imod
53179,8163,KF,Imod
53180,8163,LA,Imod
53181,8164,DF,For
53182,8164,EL,For
53183,8164,NB,For
53184,8164,ALT,For
53185,8164,UFG,For
53186,8164,S,Imod
53187,8164,V,Imod
53188,8164,SF,Imod
53189,8164,RV,Imod
53190,8164,KF,Imod
53191,8164,LA,Imod
53192,8164,KD,Imod
53193,8165,DF,For
53194,8165,EL,For
53195,8165,NB,For
53196,8165,ALT,For
53197,8165,KD,For
53198,8165,UFG,For
53199,8165,S,Imod
53200,8165,V,Imod
53201,8165,SF,Imod
53202,8165,RV,Imod
53203,8165,KF,Imod
53204,8165,LA,Imod
53205,8166,DF,For
53206,8166,EL,For
53207,8166,NB,For
53208,8166,ALT,For
53209,8166,KD,For
53210,8166,UFG,For
53211,8166,S,Imod
53212,8166,V,Imod
53213,8166,SF,Imod
53214,8166,RV,Imod
53215,8166,KF,Imod
53216,8166,LA,Imod
53217,8167,DF,For
53218,8167,EL,For
53219,8167,NB,For
53220,8167,ALT,For
53221,8167,KD,For
53222,8167,UFG,For
53223,8167,S,Imod
53224,8167,V,Imod
53225,8167,SF,Imod
53226,8167,RV,Imod
53227,8167,KF,Imod
53228,8167,LA,Imod
53229,8168,DF,For
53230,8168,EL,For
53231,8168,NB,For
53232,8168,ALT,For
53233,8168,KD,For
53234,8168,UFG,For
53235,8168,S,Imod
53236,8168,V,Imod
53237,8168,SF,Imod
53238,8168,RV,Imod
53239,8168,KF,Imod
53240,8168,LA,Imod
53241,8169,DF,For
53242,8169,EL,For
53243,8169,NB,For
53244,8169,ALT,For
53245,8169,KD,For
53246,8169,UFG,For
53247,8169,S,Imod
53248,8169,V,Imod
53249,8169,SF,Imod
53250,8169,RV,Imod
53251,8169,KF,Imod
53252,8169,LA,Imod
53253,8170,DF,For
53254,8170,EL,For
53255,8170,NB,For
53256,8170,ALT,For
53257,8170,KD,For
53258,8170,UFG,For
53259,8170,S,Imod
53260,8170,V,Imod
53261,8170,SF,Imod
53262,8170,RV,Imod
53263,8170,KF,Imod
53264,8170,LA,Imod
53265,8171,DF,For
53266,8171,EL,For
53267,8171,NB,For
53268,8171,ALT,For
53269,8171,KD,For
53270,8171,UFG,For
53271,8171,S,Imod
53272,8171,V,Imod
53273,8171,SF,Imod
53274,8171,RV,Imod
53275,8171,KF,Imod
53276,8171,LA,Imod
53277,8172,DF,For
53278,8172,EL,For
53279,8172,NB,For
53280,8172,ALT,For
53281,8172,KD,For
53282,8172,UFG,For
53283,8172,S,Imod
53284,8172,V,Imod
53285,8172,SF,Imod
53286,8172,RV,Imod
53287,8172,KF,Imod
53288,8172,LA,Imod
53289,8173,DF,For
53290,8173,EL,For
53291,8173,NB,For
53292,8173,ALT,For
53293,8173,KD,For
53294,8173,UFG,For
53295,8173,S,Imod
53296,8173,V,Imod
53297,8173,SF,Imod
53298,8173,RV,Imod
53299,8173,KF,Imod
53300,8173,LA,Imod
53301,8174,V,For
53302,8174,DF,For
53303,8174,SF,For
53304,8174,KF,For
53305,8174,NB,For
53306,8174,UFG,For
53307,8174,S,Imod
53308,8174,RV,Imod
53309,8174,EL,Imod
53310,8174,LA,Imod
53311,8174,ALT,Imod
53312,8174,KD,Imod
53313,8175,V,For
53314,8175,DF,For
53315,8175,KF,For
53316,8175,NB,For
53317,8175,Inger Støjberg (UFG),For
53318,8175,S,Imod
53319,8175,SF,Imod
53320,8175,RV,Imod
53321,8175,EL,Imod
53322,8175,LA,Imod
53323,8175,ALT,Imod
53324,8175,Uffe Elbæk (UFG),Imod
53325,8176,SF,For
53326,8176,ALT,For
53327,8176,Uffe Elbæk (UFG),For
53328,8176,S,Imod
53329,8176,V,Imod
53330,8176,DF,Imod
53331,8176,KF,Imod
53332,8176,NB,Imod
53333,8176,LA,Imod
53334,8176,KD,Imod
53335,8176,Inger Støjberg (UFG),Imod
53336,8176,RV,Hverken
53337,8176,EL,Hverken
53338,8177,S,For
53339,8177,V,For
53340,8177,DF,For
53341,8177,SF,For
53342,8177,RV,For
53343,8177,EL,For
53344,8177,KF,For
53345,8177,NB,For
53346,8177,LA,For
53347,8177,ALT,For
53348,8177,KD,For
53349,8177,UFG,For
53350,8178,S,For
53351,8178,SF,For
53352,8178,RV,For
53353,8178,EL,For
53354,8178,ALT,For
53355,8178,Uffe Elbæk (UFG),For
53356,8178,V,Imod
53357,8178,DF,Imod
53358,8178,KF,Imod
53359,8178,NB,Imod
53360,8178,LA,Imod
53361,8178,KD,Imod
53362,8178,Inger Støjberg (UFG),Imod
53363,8179,S,For
53364,8179,SF,For
53365,8179,RV,For
53366,8179,EL,For
53367,8179,ALT,For
53368,8179,Uffe Elbæk (UFG),For
53369,8179,V,Imod
53370,8179,DF,Imod
53371,8179,KF,Imod
53372,8179,NB,Imod
53373,8179,LA,Imod
53374,8179,KD,Imod
53375,8179,Inger Støjberg (UFG),Imod
53376,8180,S,For
53377,8180,V,For
53378,8180,DF,For
53379,8180,SF,For
53380,8180,RV,For
53381,8180,EL,For
53382,8180,KF,For
53383,8180,NB,For
53384,8180,LA,For
53385,8180,ALT,For
53386,8180,KD,For
53387,8180,UFG,For
53388,8181,S,For
53389,8181,V,For
53390,8181,DF,For
53391,8181,SF,For
53392,8181,RV,For
53393,8181,EL,For
53394,8181,KF,For
53395,8181,NB,For
53396,8181,LA,For
53397,8181,ALT,For
53398,8181,UFG,For
53399,8182,S,For
53400,8182,V,For
53401,8182,DF,For
53402,8182,SF,For
53403,8182,RV,For
53404,8182,EL,For
53405,8182,KF,For
53406,8182,NB,For
53407,8182,LA,For
53408,8182,ALT,For
53409,8182,UFG,For
53410,8183,S,For
53411,8183,V,For
53412,8183,DF,For
53413,8183,SF,For
53414,8183,RV,For
53415,8183,EL,For
53416,8183,KF,For
53417,8183,NB,For
53418,8183,LA,For
53419,8183,ALT,For
53420,8183,UFG,For
53421,8184,S,For
53422,8184,V,For
53423,8184,DF,For
53424,8184,SF,For
53425,8184,RV,For
53426,8184,EL,For
53427,8184,KF,For
53428,8184,NB,For
53429,8184,LA,For
53430,8184,ALT,For
53431,8184,UFG,For
53432,8185,S,For
53433,8185,V,For
53434,8185,DF,For
53435,8185,KF,For
53436,8185,NB,For
53437,8185,Inger Støjberg (UFG),For
53438,8185,SF,Imod
53439,8185,RV,Imod
53440,8185,EL,Imod
53441,8185,LA,Imod
53442,8185,ALT,Imod
53443,8185,Susanne Zimmer (UFG),Imod
53444,8186,DF,For
53445,8186,NB,For
53446,8186,Inger Støjberg (UFG),For
53447,8186,S,Imod
53448,8186,V,Imod
53449,8186,SF,Imod
53450,8186,RV,Imod
53451,8186,EL,Imod
53452,8186,KF,Imod
53453,8186,LA,Imod
53454,8186,ALT,Imod
53455,8186,Susanne Zimmer (UFG),Imod
53456,8187,DF,For
53457,8187,NB,For
53458,8187,Inger Støjberg (UFG),For
53459,8187,S,Imod
53460,8187,V,Imod
53461,8187,SF,Imod
53462,8187,RV,Imod
53463,8187,EL,Imod
53464,8187,KF,Imod
53465,8187,ALT,Imod
53466,8187,Susanne Zimmer (UFG),Imod
53467,8187,LA,Hverken
53468,8188,DF,For
53469,8188,NB,For
53470,8188,Inger Støjberg (UFG),For
53471,8188,S,Imod
53472,8188,V,Imod
53473,8188,SF,Imod
53474,8188,RV,Imod
53475,8188,EL,Imod
53476,8188,KF,Imod
53477,8188,LA,Imod
53478,8188,ALT,Imod
53479,8188,Susanne Zimmer (UFG),Imod
53480,8189,DF,For
53481,8189,NB,For
53482,8189,Inger Støjberg (UFG),For
53483,8189,S,Imod
53484,8189,V,Imod
53485,8189,SF,Imod
53486,8189,RV,Imod
53487,8189,EL,Imod
53488,8189,KF,Imod
53489,8189,LA,Imod
53490,8189,ALT,Imod
53491,8189,Susanne Zimmer (UFG),Imod
53492,8190,DF,For
53493,8190,KF,For
53494,8190,NB,For
53495,8190,LA,For
53496,8190,Inger Støjberg (UFG),For
53497,8190,S,Imod
53498,8190,V,Imod
53499,8190,SF,Imod
53500,8190,RV,Imod
53501,8190,EL,Imod
53502,8190,ALT,Imod
53503,8190,Susanne Zimmer (UFG),Imod
53504,8191,DF,For
53505,8191,NB,For
53506,8191,S,Imod
53507,8191,V,Imod
53508,8191,SF,Imod
53509,8191,RV,Imod
53510,8191,EL,Imod
53511,8191,KF,Imod
53512,8191,LA,Imod
53513,8191,ALT,Imod
53514,8191,Susanne Zimmer (UFG),Imod
53515,8191,Inger Støjberg (UFG),Hverken
53516,8192,DF,For
53517,8192,NB,For
53518,8192,LA,For
53519,8192,S,Imod
53520,8192,V,Imod
53521,8192,SF,Imod
53522,8192,RV,Imod
53523,8192,EL,Imod
53524,8192,KF,Imod
53525,8192,ALT,Imod
53526,8192,UFG,Imod
53527,8193,EL,For
53528,8193,Susanne Zimmer (UFG),For
53529,8193,S,Imod
53530,8193,V,Imod
53531,8193,DF,Imod
53532,8193,SF,Imod
53533,8193,RV,Imod
53534,8193,KF,Imod
53535,8193,NB,Imod
53536,8193,LA,Imod
53537,8193,Inger Støjberg (UFG),Imod
53538,8193,ALT,Hverken
53539,8194,SF,For
53540,8194,EL,For
53541,8194,ALT,For
53542,8194,Susanne Zimmer (UFG),For
53543,8194,S,Imod
53544,8194,V,Imod
53545,8194,RV,Imod
53546,8194,KF,Imod
53547,8194,NB,Imod
53548,8194,LA,Imod
53549,8194,Inger Støjberg (UFG),Imod
53550,8194,DF,Hverken
53551,8195,DF,For
53552,8195,NB,For
53553,8195,LA,For
53554,8195,Inger Støjberg (UFG),For
53555,8195,S,Imod
53556,8195,V,Imod
53557,8195,SF,Imod
53558,8195,RV,Imod
53559,8195,EL,Imod
53560,8195,KF,Imod
53561,8195,ALT,Imod
53562,8195,Susanne Zimmer (UFG),Imod
53563,8196,V,For
53564,8196,DF,For
53565,8196,KF,For
53566,8196,NB,For
53567,8196,LA,For
53568,8196,Inger Støjberg (UFG),For
53569,8196,S,Imod
53570,8196,SF,Imod
53571,8196,RV,Imod
53572,8196,EL,Imod
53573,8196,ALT,Imod
53574,8196,Susanne Zimmer (UFG),Imod
53575,8197,V,For
53576,8197,DF,For
53577,8197,KF,For
53578,8197,NB,For
53579,8197,LA,For
53580,8197,Inger Støjberg (UFG),For
53581,8197,S,Imod
53582,8197,SF,Imod
53583,8197,RV,Imod
53584,8197,EL,Imod
53585,8197,ALT,Imod
53586,8197,Susanne Zimmer (UFG),Imod
53587,8198,DF,For
53588,8198,KF,For
53589,8198,NB,For
53590,8198,LA,For
53591,8198,Inger Støjberg (UFG),For
53592,8198,S,Imod
53593,8198,SF,Imod
53594,8198,RV,Imod
53595,8198,EL,Imod
53596,8198,ALT,Imod
53597,8198,Susanne Zimmer (UFG),Imod
53598,8198,V,Hverken
53599,8199,DF,For
53600,8199,EL,For
53601,8199,NB,For
53602,8199,ALT,For
53603,8199,Susanne Zimmer (UFG),For
53604,8199,S,Imod
53605,8199,V,Imod
53606,8199,SF,Imod
53607,8199,RV,Imod
53608,8199,KF,Imod
53609,8199,LA,Imod
53610,8199,Inger Støjberg (UFG),Hverken
53611,8200,V,For
53612,8200,DF,For
53613,8200,KF,For
53614,8200,NB,For
53615,8200,LA,For
53616,8200,ALT,For
53617,8200,UFG,For
53618,8200,S,Imod
53619,8200,SF,Imod
53620,8200,RV,Imod
53621,8200,EL,Imod
53622,8201,DF,For
53623,8201,KF,For
53624,8201,NB,For
53625,8201,LA,For
53626,8201,Inger Støjberg (UFG),For
53627,8201,S,Imod
53628,8201,V,Imod
53629,8201,SF,Imod
53630,8201,RV,Imod
53631,8201,EL,Imod
53632,8201,ALT,Imod
53633,8201,Susanne Zimmer (UFG),Imod
53634,8202,DF,For
53635,8202,NB,For
53636,8202,Inger Støjberg (UFG),For
53637,8202,S,Imod
53638,8202,V,Imod
53639,8202,SF,Imod
53640,8202,RV,Imod
53641,8202,EL,Imod
53642,8202,KF,Imod
53643,8202,LA,Imod
53644,8202,ALT,Imod
53645,8202,Susanne Zimmer (UFG),Imod
53646,8203,EL,For
53647,8203,ALT,For
53648,8203,Susanne Zimmer (UFG),For
53649,8203,S,Imod
53650,8203,V,Imod
53651,8203,DF,Imod
53652,8203,SF,Imod
53653,8203,RV,Imod
53654,8203,KF,Imod
53655,8203,LA,Imod
53656,8203,Inger Støjberg (UFG),Imod
53657,8203,NB,Hverken
53658,8204,V,For
53659,8204,DF,For
53660,8204,KF,For
53661,8204,NB,For
53662,8204,LA,For
53663,8204,UFG,For
53664,8204,S,Imod
53665,8204,SF,Imod
53666,8204,RV,Hverken
53667,8204,EL,Hverken
53668,8204,ALT,Hverken
53669,8205,V,For
53670,8205,DF,For
53671,8205,KF,For
53672,8205,NB,For
53673,8205,ALT,For
53674,8205,UFG,For
53675,8205,S,Imod
53676,8205,SF,Imod
53677,8205,RV,Imod
53678,8205,EL,Imod
53679,8206,V,For
53680,8206,DF,For
53681,8206,KF,For
53682,8206,NB,For
53683,8206,LA,For
53684,8206,Inger Støjberg (UFG),For
53685,8206,S,Imod
53686,8206,SF,Imod
53687,8206,RV,Imod
53688,8206,EL,Imod
53689,8206,ALT,Imod
53690,8206,Susanne Zimmer (UFG),Imod
53691,8207,V,For
53692,8207,DF,For
53693,8207,KF,For
53694,8207,NB,For
53695,8207,LA,For
53696,8207,Inger Støjberg (UFG),For
53697,8207,S,Imod
53698,8207,SF,Imod
53699,8207,RV,Imod
53700,8207,EL,Imod
53701,8207,ALT,Imod
53702,8207,Susanne Zimmer (UFG),Imod
53703,8208,V,For
53704,8208,DF,For
53705,8208,KF,For
53706,8208,NB,For
53707,8208,Inger Støjberg (UFG),For
53708,8208,S,Imod
53709,8208,SF,Imod
53710,8208,RV,Imod
53711,8208,EL,Imod
53712,8208,LA,Imod
53713,8208,ALT,Imod
53714,8208,Susanne Zimmer (UFG),Imod
53715,8209,DF,For
53716,8209,NB,For
53717,8209,Inger Støjberg (UFG),For
53718,8209,S,Imod
53719,8209,V,Imod
53720,8209,SF,Imod
53721,8209,RV,Imod
53722,8209,EL,Imod
53723,8209,KF,Imod
53724,8209,LA,Imod
53725,8209,ALT,Imod
53726,8209,Susanne Zimmer (UFG),Imod
53727,8210,DF,For
53728,8210,KF,For
53729,8210,NB,For
53730,8210,Inger Støjberg (UFG),For
53731,8210,S,Imod
53732,8210,V,Imod
53733,8210,SF,Imod
53734,8210,RV,Imod
53735,8210,EL,Imod
53736,8210,LA,Imod
53737,8210,ALT,Imod
53738,8210,Susanne Zimmer (UFG),Imod
53739,8211,S,For
53740,8211,V,For
53741,8211,KF,For
53742,8211,LA,For
53743,8211,DF,Imod
53744,8211,SF,Imod
53745,8211,RV,Imod
53746,8211,EL,Imod
53747,8211,NB,Imod
53748,8211,UFG,Imod
53749,8212,S,For
53750,8212,V,For
53751,8212,SF,For
53752,8212,RV,For
53753,8212,EL,For
53754,8212,KF,For
53755,8212,LA,For
53756,8212,ALT,For
53757,8212,DF,Imod
53758,8212,NB,Imod
53759,8212,UFG,Imod
53760,8213,DF,For
53761,8213,NB,For
53762,8213,Inger Støjberg (UFG),For
53763,8213,S,Imod
53764,8213,V,Imod
53765,8213,SF,Imod
53766,8213,RV,Imod
53767,8213,EL,Imod
53768,8213,KF,Imod
53769,8213,LA,Imod
53770,8213,KD,Imod
53771,8213,UFG,Imod
53772,8214,DF,For
53773,8214,NB,For
53774,8214,Inger Støjberg (UFG),For
53775,8214,S,Imod
53776,8214,V,Imod
53777,8214,SF,Imod
53778,8214,RV,Imod
53779,8214,EL,Imod
53780,8214,KF,Imod
53781,8214,LA,Imod
53782,8214,KD,Imod
53783,8214,UFG,Imod
53784,8215,S,For
53785,8215,V,For
53786,8215,DF,For
53787,8215,SF,For
53788,8215,RV,For
53789,8215,EL,For
53790,8215,KF,For
53791,8215,LA,For
53792,8215,KD,For
53793,8215,UFG,For
53794,8215,NB,Imod
53795,8216,S,For
53796,8216,V,For
53797,8216,DF,For
53798,8216,SF,For
53799,8216,RV,For
53800,8216,EL,For
53801,8216,KF,For
53802,8216,KD,For
53803,8216,UFG,For
53804,8216,NB,Imod
53805,8216,LA,Imod
53806,8217,S,For
53807,8217,V,For
53808,8217,DF,For
53809,8217,SF,For
53810,8217,RV,For
53811,8217,EL,For
53812,8217,KF,For
53813,8217,LA,For
53814,8217,KD,For
53815,8217,Inger Støjberg (UFG),For
53816,8217,Fatma Øktem (V),Imod
53817,8217,NB,Imod
53818,8217,UFG,Imod
53819,8218,S,For
53820,8218,V,For
53821,8218,SF,For
53822,8218,RV,For
53823,8218,EL,For
53824,8218,KF,For
53825,8218,KD,For
53826,8218,UFG,For
53827,8218,DF,Imod
53828,8218,NB,Imod
53829,8218,LA,Imod
53830,8218,Inger Støjberg (UFG),Imod
53831,8219,S,For
53832,8219,DF,For
53833,8219,SF,For
53834,8219,RV,For
53835,8219,EL,For
53836,8219,LA,For
53837,8219,UFG,For
53838,8219,V,Imod
53839,8219,KF,Imod
53840,8219,NB,Imod
53841,8219,KD,Imod
53842,8219,Inger Støjberg (UFG),Imod
53843,8220,S,For
53844,8220,V,For
53845,8220,DF,For
53846,8220,SF,For
53847,8220,RV,For
53848,8220,EL,For
53849,8220,KF,For
53850,8220,LA,For
53851,8220,KD,For
53852,8220,Inger Støjberg (UFG),For
53853,8220,NB,Imod
53854,8220,UFG,Hverken
53855,8221,S,For
53856,8221,V,For
53857,8221,SF,For
53858,8221,RV,For
53859,8221,EL,For
53860,8221,LA,For
53861,8221,KD,For
53862,8221,UFG,For
53863,8221,DF,Imod
53864,8221,NB,Imod
53865,8221,KF,Hverken
53866,8221,Inger Støjberg (UFG),Hverken
53867,8222,S,For
53868,8222,V,For
53869,8222,DF,For
53870,8222,SF,For
53871,8222,KF,For
53872,8222,LA,For
53873,8222,Inger Støjberg (UFG),For
53874,8222,RV,Imod
53875,8222,EL,Imod
53876,8222,UFG,Imod
53877,8222,NB,Hverken
53878,8222,KD,Hverken
53879,8223,S,For
53880,8223,V,For
53881,8223,DF,For
53882,8223,SF,For
53883,8223,RV,For
53884,8223,EL,For
53885,8223,KF,For
53886,8223,NB,For
53887,8223,LA,For
53888,8223,KD,For
53889,8223,UFG,For
53890,8224,DF,For
53891,8224,SF,For
53892,8224,EL,For
53893,8224,KF,For
53894,8224,KD,For
53895,8224,UFG,For
53896,8224,S,Imod
53897,8224,V,Imod
53898,8224,RV,Imod
53899,8224,LA,Imod
53900,8224,NB,Hverken
53901,8224,Inger Støjberg (UFG),Hverken
53902,8225,SF,For
53903,8225,EL,For
53904,8225,KD,For
53905,8225,UFG,For
53906,8225,S,Imod
53907,8225,V,Imod
53908,8225,DF,Imod
53909,8225,RV,Imod
53910,8225,KF,Imod
53911,8225,NB,Imod
53912,8225,LA,Imod
53913,8225,Inger Støjberg (UFG),Imod
53914,8226,SF,For
53915,8226,EL,For
53916,8226,UFG,For
53917,8226,S,Imod
53918,8226,V,Imod
53919,8226,DF,Imod
53920,8226,RV,Imod
53921,8226,KF,Imod
53922,8226,NB,Imod
53923,8226,LA,Imod
53924,8226,KD,Imod
53925,8226,Inger Støjberg (UFG),Imod
53926,8227,V,For
