,afstemningsid,parti,stemme
4459,9366,S,Imod
4460,9366,V,Imod
4461,9366,M,Imod
4462,9366,LA,Imod
4463,9366,Samira Nawa (RV),Imod
4464,9366,Jon Stephensen (UFG),Imod
4465,9367,S,For
4466,9367,V,For
4467,9367,SF,For
4468,9367,M,For
4469,9367,DD,For
4470,9367,LA,For
4471,9367,KF,For
4472,9367,EL,For
4473,9367,RV,For
4474,9367,DF,For
4475,9367,ALT,For
4476,9367,UFG,For
4477,9367,Theresa Scavenius (UFG),Hverken
4478,9368,S,For
4479,9368,V,For
4480,9368,SF,For
4481,9368,M,For
4482,9368,DD,For
4483,9368,LA,For
4484,9368,KF,For
4485,9368,EL,For
4486,9368,RV,For
4487,9368,DF,For
4488,9368,ALT,For
4489,9368,UFG,For
4490,9368,Theresa Scavenius (UFG),Hverken
4491,9369,S,For
4492,9369,V,For
4493,9369,SF,For
4494,9369,M,For
4495,9369,DD,For
4496,9369,LA,For
4497,9369,KF,For
4498,9369,EL,For
4499,9369,RV,For
4500,9369,DF,For
4501,9369,ALT,For
4502,9369,UFG,For
4503,9369,Theresa Scavenius (UFG),Hverken
4504,9370,S,For
4505,9370,V,For
4506,9370,SF,For
4507,9370,M,For
4508,9370,DD,For
4509,9370,LA,For
4510,9370,KF,For
4511,9370,EL,For
4512,9370,RV,For
4513,9370,DF,For
4514,9370,ALT,For
4515,9370,Jon Stephensen (UFG),For
4516,9370,UFG,Hverken
4517,9371,S,For
4518,9371,V,For
4519,9371,SF,For
4520,9371,M,For
4521,9371,DD,For
4522,9371,LA,For
4523,9371,KF,For
4524,9371,RV,For
4525,9371,DF,For
4526,9371,ALT,For
4527,9371,Jon Stephensen (UFG),For
4528,9371,EL,Imod
4529,9371,UFG,Hverken
4530,9372,S,For
4531,9372,V,For
4532,9372,SF,For
4533,9372,M,For
4534,9372,DD,For
4535,9372,LA,For
4536,9372,KF,For
4537,9372,EL,For
4538,9372,RV,For
4539,9372,DF,For
4540,9372,ALT,For
4541,9372,UFG,For
4542,9372,Theresa Scavenius (UFG),Hverken
4543,9373,S,For
4544,9373,V,For
4545,9373,M,For
4546,9373,DD,For
4547,9373,LA,For
4548,9373,KF,For
4549,9373,RV,For
4550,9373,DF,For
4551,9373,UFG,For
4552,9373,SF,Imod
4553,9373,EL,Imod
4554,9373,ALT,Imod
4555,9373,Theresa Scavenius (UFG),Hverken
4556,9374,DD,For
4557,9374,Theresa Scavenius (UFG),For
4558,9374,S,Imod
4559,9374,V,Imod
4560,9374,SF,Imod
4561,9374,M,Imod
4562,9374,LA,Imod
4563,9374,KF,Imod
4564,9374,EL,Imod
4565,9374,RV,Imod
4566,9374,DF,Imod
4567,9374,UFG,Imod
4568,9374,ALT,Hverken
4569,9375,DD,For
4570,9375,UFG,For
4571,9375,S,Imod
4572,9375,V,Imod
4573,9375,SF,Imod
4574,9375,M,Imod
4575,9375,LA,Imod
4576,9375,KF,Imod
4577,9375,EL,Imod
4578,9375,RV,Imod
4579,9375,DF,Imod
4580,9375,Jon Stephensen (UFG),Imod
4581,9375,ALT,Hverken
4582,9376,DD,For
4583,9376,Theresa Scavenius (UFG),For
4584,9376,S,Imod
4585,9376,V,Imod
4586,9376,SF,Imod
4587,9376,M,Imod
4588,9376,LA,Imod
4589,9376,KF,Imod
4590,9376,EL,Imod
4591,9376,RV,Imod
4592,9376,DF,Imod
4593,9376,UFG,Imod
4594,9376,ALT,Hverken
4595,9377,DD,For
4596,9377,UFG,For
4597,9377,S,Imod
4598,9377,V,Imod
4599,9377,SF,Imod
4600,9377,M,Imod
4601,9377,LA,Imod
4602,9377,KF,Imod
4603,9377,EL,Imod
4604,9377,RV,Imod
4605,9377,DF,Imod
4606,9377,Jon Stephensen (UFG),Imod
4607,9377,ALT,Hverken
4608,9378,UFG,For
4609,9378,S,Imod
4610,9378,V,Imod
4611,9378,SF,Imod
4612,9378,M,Imod
4613,9378,DD,Imod
4614,9378,LA,Imod
4615,9378,KF,Imod
4616,9378,EL,Imod
4617,9378,RV,Imod
4618,9378,DF,Imod
4619,9378,Jon Stephensen (UFG),Imod
4620,9378,ALT,Hverken
4621,9379,S,For
4622,9379,V,For
4623,9379,M,For
4624,9379,ALT,For
4625,9379,Jon Stephensen (UFG),For
4626,9379,SF,Imod
4627,9379,DD,Imod
4628,9379,LA,Imod
4629,9379,KF,Imod
4630,9379,EL,Imod
4631,9379,RV,Imod
4632,9379,DF,Imod
4633,9379,NB,Imod
4634,9379,Lars Boje Mathiesen (UFG),Imod
4635,9380,S,For
4636,9380,V,For
4637,9380,SF,For
4638,9380,M,For
4639,9380,Dennis Flydtkjær (DD),For
4640,9380,Hans Kristian Skibby (DD),For
4641,9380,KF,For
4642,9380,EL,For
4643,9380,RV,For
4644,9380,DF,For
4645,9380,ALT,For
4646,9380,Jon Stephensen (UFG),For
4647,9380,DD,Imod
4648,9380,LA,Imod
4649,9380,NB,Imod
4650,9380,Lars Boje Mathiesen (UFG),Imod
4651,9381,S,For
4652,9381,V,For
4653,9381,SF,For
4654,9381,M,For
4655,9381,DD,For
4656,9381,LA,For
4657,9381,KF,For
4658,9381,EL,For
4659,9381,RV,For
4660,9381,DF,For
4661,9381,ALT,For
4662,9381,NB,For
4663,9381,UFG,For
4664,9382,S,For
4665,9382,V,For
4666,9382,SF,For
4667,9382,M,For
4668,9382,DD,For
4669,9382,LA,For
4670,9382,KF,For
4671,9382,EL,For
4672,9382,RV,For
4673,9382,DF,For
4674,9382,ALT,For
4675,9382,NB,For
4676,9382,Jon Stephensen (UFG),For
4677,9382,Lars Boje Mathiesen (UFG),Hverken
4678,9383,S,For
4679,9383,V,For
4680,9383,SF,For
4681,9383,M,For
4682,9383,DD,For
4683,9383,LA,For
4684,9383,KF,For
4685,9383,EL,For
4686,9383,RV,For
4687,9383,DF,For
4688,9383,ALT,For
4689,9383,NB,For
4690,9383,UFG,For
4691,9384,S,For
4692,9384,V,For
4693,9384,SF,For
4694,9384,M,For
4695,9384,DD,For
4696,9384,LA,For
4697,9384,KF,For
4698,9384,EL,For
4699,9384,RV,For
4700,9384,DF,For
4701,9384,ALT,For
4702,9384,NB,For
4703,9384,Jon Stephensen (UFG),For
4704,9384,Lars Boje Mathiesen (UFG),Hverken
4705,9385,S,For
4706,9385,V,For
4707,9385,SF,For
4708,9385,M,For
4709,9385,DD,For
4710,9385,LA,For
4711,9385,KF,For
4712,9385,EL,For
4713,9385,RV,For
4714,9385,Pia Kjærsgaard (DF),For
4715,9385,ALT,For
4716,9385,Jon Stephensen (UFG),For
4717,9385,Alex Vanopslagh (LA),Imod
4718,9385,Lars Boje Mathiesen (UFG),Imod
4719,9385,DF,Hverken
4720,9385,NB,Hverken
4721,9386,Lars Boje Mathiesen (UFG),For
4722,9386,S,Imod
4723,9386,V,Imod
4724,9386,SF,Imod
4725,9386,M,Imod
4726,9386,DD,Imod
4727,9386,LA,Imod
4728,9386,KF,Imod
4729,9386,EL,Imod
4730,9386,RV,Imod
4731,9386,DF,Imod
4732,9386,Jon Stephensen (UFG),Imod
4733,9386,ALT,Hverken
4734,9386,NB,Hverken
4735,9387,Lars Boje Mathiesen (UFG),For
4736,9387,S,Imod
4737,9387,V,Imod
4738,9387,SF,Imod
4739,9387,M,Imod
4740,9387,DD,Imod
4741,9387,LA,Imod
4742,9387,KF,Imod
4743,9387,EL,Imod
4744,9387,RV,Imod
4745,9387,DF,Imod
4746,9387,Jon Stephensen (UFG),Imod
4747,9387,ALT,Hverken
4748,9387,NB,Hverken
4749,9388,SF,For
4750,9388,EL,For
4751,9388,S,Imod
4752,9388,V,Imod
4753,9388,M,Imod
4754,9388,DD,Imod
4755,9388,LA,Imod
4756,9388,KF,Imod
4757,9388,RV,Imod
4758,9388,DF,Imod
4759,9388,ALT,Imod
4760,9388,NB,Imod
4761,9388,UFG,Imod
4762,9389,SF,For
4763,9389,EL,For
4764,9389,DF,For
4765,9389,ALT,For
4766,9389,UFG,For
4767,9389,S,Imod
4768,9389,V,Imod
4769,9389,M,Imod
4770,9389,LA,Imod
4771,9389,KF,Imod
4772,9389,RV,Imod
4773,9389,NB,Imod
4774,9389,DD,Hverken
4775,9389,Pia Kjærsgaard (DF),Hverken
4776,9390,S,For
4777,9390,V,For
4778,9390,SF,For
4779,9390,M,For
4780,9390,DD,For
4781,9390,LA,For
4782,9390,KF,For
4783,9390,EL,For
4784,9390,RV,For
4785,9390,DF,For
4786,9390,ALT,For
4787,9390,Jon Stephensen (UFG),For
4788,9390,NB,Hverken
4789,9390,Lars Boje Mathiesen (UFG),Hverken
4790,9391,S,For
4791,9391,V,For
4792,9391,SF,For
4793,9391,M,For
4794,9391,DD,For
4795,9391,LA,For
4796,9391,KF,For
4797,9391,EL,For
4798,9391,RV,For
4799,9391,DF,For
4800,9391,ALT,For
4801,9391,NB,For
4802,9391,UFG,For
4803,9392,S,For
4804,9392,V,For
4805,9392,SF,For
4806,9392,M,For
4807,9392,DD,For
4808,9392,LA,For
4809,9392,KF,For
4810,9392,EL,For
4811,9392,RV,For
4812,9392,DF,For
4813,9392,ALT,For
4814,9392,Jon Stephensen (UFG),For
4815,9392,Lars Boje Mathiesen (UFG),Imod
4816,9392,NB,Hverken
4817,9393,S,For
4818,9393,V,For
4819,9393,SF,For
4820,9393,M,For
4821,9393,DD,For
4822,9393,LA,For
4823,9393,KF,For
4824,9393,EL,For
4825,9393,RV,For
4826,9393,DF,For
4827,9393,ALT,For
4828,9393,NB,For
4829,9393,UFG,For
4830,9394,S,For
4831,9394,V,For
4832,9394,SF,For
4833,9394,M,For
4834,9394,DD,For
4835,9394,LA,For
4836,9394,KF,For
4837,9394,EL,For
4838,9394,RV,For
4839,9394,DF,For
4840,9394,NB,For
4841,9394,UFG,For
4842,9394,ALT,Hverken
4843,9395,S,For
4844,9395,V,For
4845,9395,M,For
4846,9395,DD,For
4847,9395,LA,For
4848,9395,KF,For
4849,9395,RV,For
4850,9395,DF,For
4851,9395,ALT,For
4852,9395,NB,For
4853,9395,UFG,For
4854,9395,SF,Imod
4855,9395,EL,Imod
4856,9396,S,For
4857,9396,V,For
4858,9396,SF,For
4859,9396,M,For
4860,9396,DD,For
4861,9396,LA,For
4862,9396,KF,For
4863,9396,EL,For
4864,9396,RV,For
4865,9396,DF,For
4866,9396,ALT,For
4867,9396,Jon Stephensen (UFG),For
4868,9396,Lars Boje Mathiesen (UFG),Imod
4869,9396,NB,Hverken
4870,9397,S,For
4871,9397,V,For
4872,9397,SF,For
4873,9397,M,For
4874,9397,DD,For
4875,9397,LA,For
4876,9397,KF,For
4877,9397,RV,For
4878,9397,DF,For
4879,9397,NB,For
4880,9397,UFG,For
4881,9397,EL,Imod
4882,9397,ALT,Imod
4883,9398,S,For
4884,9398,V,For
4885,9398,SF,For
4886,9398,M,For
4887,9398,DD,For
4888,9398,LA,For
4889,9398,KF,For
4890,9398,RV,For
4891,9398,DF,For
4892,9398,ALT,For
4893,9398,NB,For
4894,9398,UFG,For
4895,9398,EL,Imod
4896,9399,S,For
4897,9399,V,For
4898,9399,M,For
4899,9399,DD,For
4900,9399,LA,For
4901,9399,KF,For
4902,9399,RV,For
4903,9399,DF,For
4904,9399,NB,For
4905,9399,UFG,For
4906,9399,SF,Imod
4907,9399,EL,Imod
4908,9399,ALT,Imod
4909,9400,S,For
4910,9400,V,For
4911,9400,SF,For
4912,9400,M,For
4913,9400,DD,For
4914,9400,LA,For
4915,9400,KF,For
4916,9400,EL,For
4917,9400,RV,For
4918,9400,DF,For
4919,9400,ALT,For
4920,9400,NB,For
4921,9400,UFG,For
4922,9401,S,For
4923,9401,V,For
4924,9401,SF,For
4925,9401,M,For
4926,9401,DD,For
4927,9401,LA,For
4928,9401,KF,For
4929,9401,EL,For
4930,9401,RV,For
4931,9401,DF,For
4932,9401,ALT,For
4933,9401,UFG,For
4934,9402,S,For
4935,9402,V,For
4936,9402,M,For
4937,9402,LA,For
4938,9402,KF,For
4939,9402,RV,For
4940,9402,ALT,For
4941,9402,UFG,For
4942,9402,SF,Imod
4943,9402,DD,Imod
4944,9402,EL,Imod
4945,9402,DF,Imod
4946,9403,S,For
4947,9403,V,For
4948,9403,SF,For
4949,9403,M,For
4950,9403,DD,For
4951,9403,LA,For
4952,9403,KF,For
4953,9403,RV,For
4954,9403,DF,For
4955,9403,ALT,For
4956,9403,NB,For
4957,9403,Jon Stephensen (UFG),For
4958,9403,EL,Imod
4959,9403,Lars Boje Mathiesen (UFG),Hverken
4960,9404,S,For
4961,9404,V,For
4962,9404,SF,For
4963,9404,M,For
4964,9404,DD,For
4965,9404,LA,For
4966,9404,KF,For
4967,9404,EL,For
4968,9404,RV,For
4969,9404,DF,For
4970,9404,ALT,For
4971,9404,Jon Stephensen (UFG),For
4972,9404,NB,Imod
4973,9404,Lars Boje Mathiesen (UFG),Imod
4974,9405,S,For
4975,9405,V,For
4976,9405,SF,For
4977,9405,M,For
4978,9405,DD,For
4979,9405,LA,For
4980,9405,KF,For
4981,9405,EL,For
4982,9405,RV,For
4983,9405,DF,For
4984,9405,ALT,For
4985,9405,Jon Stephensen (UFG),For
4986,9405,NB,Imod
4987,9405,Lars Boje Mathiesen (UFG),Imod
4988,9406,S,For
4989,9406,V,For
4990,9406,SF,For
4991,9406,M,For
4992,9406,DD,For
4993,9406,LA,For
4994,9406,KF,For
4995,9406,EL,For
4996,9406,RV,For
4997,9406,DF,For
4998,9406,ALT,For
4999,9406,NB,For
5000,9406,UFG,For
5001,9407,S,For
5002,9407,V,For
5003,9407,SF,For
5004,9407,M,For
5005,9407,DD,For
5006,9407,LA,For
5007,9407,KF,For
5008,9407,EL,For
5009,9407,RV,For
5010,9407,DF,For
5011,9407,ALT,For
5012,9407,UFG,For
5013,9407,NB,Hverken
5014,9408,S,For
5015,9408,V,For
5016,9408,SF,For
5017,9408,M,For
5018,9408,DD,For
5019,9408,LA,For
5020,9408,KF,For
5021,9408,EL,For
5022,9408,RV,For
5023,9408,DF,For
5024,9408,ALT,For
5025,9408,NB,For
5026,9408,Jon Stephensen (UFG),For
5027,9408,Lars Boje Mathiesen (UFG),Hverken
5028,9409,S,For
5029,9409,V,For
5030,9409,M,For
5031,9409,ALT,For
5032,9409,Jon Stephensen (UFG),For
5033,9409,SF,Imod
5034,9409,LA,Imod
5035,9409,KF,Imod
5036,9409,EL,Imod
5037,9409,RV,Imod
5038,9409,DF,Imod
5039,9409,NB,Imod
5040,9409,Lars Boje Mathiesen (UFG),Imod
5041,9409,DD,Hverken
5042,9410,SF,For
5043,9410,EL,For
5044,9410,RV,For
5045,9410,S,Imod
5046,9410,V,Imod
5047,9410,M,Imod
5048,9410,DD,Imod
5049,9410,LA,Imod
5050,9410,KF,Imod
5051,9410,DF,Imod
5052,9410,ALT,Imod
5053,9410,NB,Imod
5054,9410,Jon Stephensen (UFG),Imod
5055,9410,Theresa Scavenius (UFG),Hverken
5056,9411,SF,For
5057,9411,EL,For
5058,9411,RV,For
5059,9411,ALT,For
5060,9411,S,Imod
5061,9411,V,Imod
5062,9411,M,Imod
5063,9411,DD,Imod
5064,9411,LA,Imod
5065,9411,KF,Imod
5066,9411,DF,Imod
5067,9411,NB,Imod
5068,9411,Jon Stephensen (UFG),Imod
5069,9411,Theresa Scavenius (UFG),Hverken
5070,9412,EL,For
5071,9412,S,Imod
5072,9412,V,Imod
5073,9412,SF,Imod
5074,9412,M,Imod
5075,9412,DD,Imod
5076,9412,LA,Imod
5077,9412,KF,Imod
5078,9412,RV,Imod
5079,9412,DF,Imod
5080,9412,ALT,Imod
5081,9412,NB,Imod
5082,9412,Jon Stephensen (UFG),Imod
5083,9412,Theresa Scavenius (UFG),Hverken
5084,9413,EL,For
5085,9413,S,Imod
5086,9413,V,Imod
5087,9413,SF,Imod
5088,9413,M,Imod
5089,9413,DD,Imod
5090,9413,LA,Imod
5091,9413,KF,Imod
5092,9413,RV,Imod
5093,9413,DF,Imod
5094,9413,ALT,Imod
5095,9413,NB,Imod
5096,9413,Jon Stephensen (UFG),Imod
5097,9413,Theresa Scavenius (UFG),Hverken
5098,9414,EL,For
5099,9414,S,Imod
5100,9414,V,Imod
5101,9414,SF,Imod
5102,9414,M,Imod
5103,9414,DD,Imod
5104,9414,LA,Imod
5105,9414,KF,Imod
5106,9414,RV,Imod
5107,9414,DF,Imod
5108,9414,ALT,Imod
5109,9414,NB,Imod
5110,9414,Jon Stephensen (UFG),Imod
5111,9414,Theresa Scavenius (UFG),Hverken
5112,9415,Charlotte Broman Mølbæk (SF),For
5113,9415,Carl Valentin (SF),For
5114,9415,Signe Munk (SF),For
5115,9415,EL,For
5116,9415,S,Imod
5117,9415,V,Imod
5118,9415,SF,Imod
5119,9415,M,Imod
5120,9415,DD,Imod
5121,9415,LA,Imod
5122,9415,KF,Imod
5123,9415,RV,Imod
5124,9415,DF,Imod
5125,9415,ALT,Imod
5126,9415,NB,Imod
5127,9415,Jon Stephensen (UFG),Imod
5128,9415,Theresa Scavenius (UFG),Hverken
5129,9416,EL,For
5130,9416,S,Imod
5131,9416,V,Imod
5132,9416,SF,Imod
5133,9416,M,Imod
5134,9416,DD,Imod
5135,9416,LA,Imod
5136,9416,KF,Imod
5137,9416,RV,Imod
5138,9416,DF,Imod
5139,9416,ALT,Imod
5140,9416,NB,Imod
5141,9416,Jon Stephensen (UFG),Imod
5142,9416,Theresa Scavenius (UFG),Hverken
5143,9417,EL,For
5144,9417,S,Imod
5145,9417,V,Imod
5146,9417,SF,Imod
5147,9417,M,Imod
5148,9417,DD,Imod
5149,9417,LA,Imod
5150,9417,KF,Imod
5151,9417,RV,Imod
5152,9417,DF,Imod
5153,9417,ALT,Imod
5154,9417,NB,Imod
5155,9417,Jon Stephensen (UFG),Imod
5156,9417,Theresa Scavenius (UFG),Hverken
5157,9418,EL,For
5158,9418,S,Imod
5159,9418,V,Imod
5160,9418,SF,Imod
5161,9418,M,Imod
5162,9418,DD,Imod
5163,9418,LA,Imod
5164,9418,KF,Imod
5165,9418,RV,Imod
5166,9418,DF,Imod
5167,9418,ALT,Imod
5168,9418,NB,Imod
5169,9418,Jon Stephensen (UFG),Imod
5170,9418,Theresa Scavenius (UFG),Hverken
5171,9419,EL,For
5172,9419,S,Imod
5173,9419,V,Imod
5174,9419,SF,Imod
5175,9419,M,Imod
5176,9419,DD,Imod
5177,9419,LA,Imod
5178,9419,KF,Imod
5179,9419,RV,Imod
5180,9419,DF,Imod
5181,9419,ALT,Imod
5182,9419,NB,Imod
5183,9419,Jon Stephensen (UFG),Imod
5184,9419,Theresa Scavenius (UFG),Hverken
5185,9420,EL,For
5186,9420,S,Imod
5187,9420,V,Imod
5188,9420,SF,Imod
5189,9420,M,Imod
5190,9420,DD,Imod
5191,9420,LA,Imod
5192,9420,KF,Imod
5193,9420,RV,Imod
5194,9420,DF,Imod
5195,9420,ALT,Imod
5196,9420,NB,Imod
5197,9420,Jon Stephensen (UFG),Imod
5198,9420,Theresa Scavenius (UFG),Hverken
5199,9421,EL,For
5200,9421,S,Imod
5201,9421,V,Imod
5202,9421,SF,Imod
5203,9421,M,Imod
5204,9421,DD,Imod
5205,9421,LA,Imod
5206,9421,KF,Imod
5207,9421,RV,Imod
5208,9421,DF,Imod
5209,9421,ALT,Imod
5210,9421,NB,Imod
5211,9421,Jon Stephensen (UFG),Imod
5212,9421,Theresa Scavenius (UFG),Hverken
5213,9422,EL,For
5214,9422,S,Imod
5215,9422,V,Imod
5216,9422,SF,Imod
5217,9422,M,Imod
5218,9422,DD,Imod
5219,9422,LA,Imod
5220,9422,KF,Imod
5221,9422,RV,Imod
5222,9422,DF,Imod
5223,9422,ALT,Imod
5224,9422,NB,Imod
5225,9422,Jon Stephensen (UFG),Imod
5226,9422,Theresa Scavenius (UFG),Hverken
5227,9423,EL,For
5228,9423,S,Imod
5229,9423,V,Imod
5230,9423,SF,Imod
5231,9423,M,Imod
5232,9423,DD,Imod
5233,9423,LA,Imod
5234,9423,KF,Imod
5235,9423,RV,Imod
5236,9423,DF,Imod
5237,9423,ALT,Imod
5238,9423,NB,Imod
5239,9423,Jon Stephensen (UFG),Imod
5240,9423,Theresa Scavenius (UFG),Hverken
5241,9424,DF,For
5242,9424,NB,For
5243,9424,S,Imod
5244,9424,V,Imod
5245,9424,SF,Imod
5246,9424,M,Imod
5247,9424,DD,Imod
5248,9424,LA,Imod
5249,9424,KF,Imod
5250,9424,EL,Imod
5251,9424,RV,Imod
5252,9424,ALT,Imod
5253,9424,Jon Stephensen (UFG),Imod
5254,9424,Theresa Scavenius (UFG),Hverken
5255,9425,SF,For
5256,9425,DD,For
5257,9425,LA,For
5258,9425,KF,For
5259,9425,EL,For
5260,9425,DF,For
5261,9425,ALT,For
5262,9425,NB,For
5263,9425,S,Imod
5264,9425,V,Imod
5265,9425,M,Imod
5266,9425,RV,Imod
5267,9425,UFG,Imod
5268,9426,SF,For
5269,9426,DD,For
5270,9426,LA,For
5271,9426,KF,For
5272,9426,EL,For
5273,9426,DF,For
5274,9426,ALT,For
5275,9426,NB,For
5276,9426,Theresa Scavenius (UFG),For
5277,9426,S,Imod
5278,9426,V,Imod
5279,9426,M,Imod
5280,9426,RV,Imod
5281,9426,Jon Stephensen (UFG),Imod
5282,9427,SF,For
5283,9427,DD,For
5284,9427,LA,For
5285,9427,KF,For
5286,9427,EL,For
5287,9427,NB,For
5288,9427,UFG,For
5289,9427,S,Imod
5290,9427,V,Imod
5291,9427,M,Imod
5292,9427,RV,Imod
5293,9427,DF,Imod
5294,9427,ALT,Hverken
5295,9428,SF,For
5296,9428,DD,For
5297,9428,LA,For
5298,9428,KF,For
5299,9428,EL,For
5300,9428,DF,For
5301,9428,NB,For
5302,9428,Theresa Scavenius (UFG),For
5303,9428,S,Imod
5304,9428,V,Imod
5305,9428,M,Imod
5306,9428,RV,Imod
5307,9428,Jon Stephensen (UFG),Imod
5308,9428,ALT,Hverken
5309,9429,DD,For
5310,9429,LA,For
5311,9429,KF,For
5312,9429,EL,For
5313,9429,DF,For
5314,9429,NB,For
5315,9429,UFG,For
5316,9429,S,Imod
5317,9429,V,Imod
5318,9429,SF,Imod
5319,9429,M,Imod
5320,9429,RV,Imod
5321,9429,ALT,Hverken
5322,9430,DD,For
5323,9430,LA,For
5324,9430,KF,For
5325,9430,EL,For
5326,9430,DF,For
5327,9430,ALT,For
5328,9430,NB,For
5329,9430,Theresa Scavenius (UFG),For
5330,9430,S,Imod
5331,9430,V,Imod
5332,9430,SF,Imod
5333,9430,M,Imod
5334,9430,RV,Imod
5335,9430,Jon Stephensen (UFG),Imod
5336,9431,S,For
5337,9431,V,For
5338,9431,M,For
5339,9431,DD,For
5340,9431,NB,For
5341,9431,Jon Stephensen (UFG),For
5342,9431,SF,Imod
5343,9431,LA,Imod
5344,9431,KF,Imod
5345,9431,EL,Imod
5346,9431,RV,Imod
5347,9431,DF,Imod
5348,9431,ALT,Imod
5349,9431,Theresa Scavenius (UFG),Hverken
5350,9432,S,For
5351,9432,V,For
5352,9432,M,For
5353,9432,LA,For
5354,9432,KF,For
5355,9432,DF,For
5356,9432,Jon Stephensen (UFG),For
5357,9432,SF,Imod
5358,9432,EL,Imod
5359,9432,RV,Imod
5360,9432,ALT,Imod
5361,9432,DD,Hverken
5362,9432,NB,Hverken
5363,9432,Theresa Scavenius (UFG),Hverken
5364,9433,S,For
5365,9433,V,For
5366,9433,SF,For
5367,9433,M,For
5368,9433,Trine Pertou Mach (EL),For
5369,9433,Jon Stephensen (UFG),For
5370,9433,DD,Imod
5371,9433,LA,Imod
5372,9433,KF,Imod
5373,9433,EL,Imod
5374,9433,RV,Imod
5375,9433,DF,Imod
5376,9433,ALT,Imod
5377,9433,NB,Imod
5378,9433,Theresa Scavenius (UFG),Hverken
5379,9434,S,For
5380,9434,V,For
5381,9434,SF,For
5382,9434,M,For
5383,9434,DD,For
5384,9434,EL,For
5385,9434,RV,For
5386,9434,DF,For
5387,9434,ALT,For
5388,9434,Jon Stephensen (UFG),For
5389,9434,LA,Imod
5390,9434,NB,Imod
5391,9434,Lars Boje Mathiesen (UFG),Imod
5392,9434,KF,Hverken
5393,9434,Theresa Scavenius (UFG),Hverken
5394,9435,EL,For
5395,9435,RV,For
5396,9435,S,Imod
5397,9435,V,Imod
5398,9435,SF,Imod
5399,9435,M,Imod
5400,9435,DD,Imod
5401,9435,LA,Imod
5402,9435,KF,Imod
5403,9435,DF,Imod
5404,9435,ALT,Imod
5405,9435,NB,Imod
5406,9435,UFG,Imod
5407,9435,Theresa Scavenius (UFG),Hverken
5408,9436,S,For
5409,9436,V,For
5410,9436,M,For
5411,9436,DD,For
5412,9436,LA,For
5413,9436,KF,For
5414,9436,Christian Friis Bach (RV),For
5415,9436,DF,For
5416,9436,NB,For
5417,9436,UFG,For
5418,9436,SF,Imod
5419,9436,EL,Imod
5420,9436,RV,Imod
5421,9436,ALT,Imod
5422,9437,S,For
5423,9437,V,For
5424,9437,SF,For
5425,9437,M,For
5426,9437,DD,For
5427,9437,LA,For
5428,9437,KF,For
5429,9437,RV,For
5430,9437,DF,For
5431,9437,ALT,For
5432,9437,NB,For
5433,9437,Jon Stephensen (UFG),For
5434,9437,EL,Imod
5435,9437,UFG,Hverken
5436,9438,S,For
5437,9438,V,For
5438,9438,SF,For
5439,9438,M,For
5440,9438,DD,For
5441,9438,LA,For
5442,9438,KF,For
5443,9438,EL,For
5444,9438,RV,For
5445,9438,DF,For
5446,9438,ALT,For
5447,9438,NB,For
5448,9438,UFG,For
5449,9438,Theresa Scavenius (UFG),Hverken
5450,9439,S,For
5451,9439,V,For
5452,9439,SF,For
5453,9439,M,For
5454,9439,DD,For
5455,9439,LA,For
5456,9439,KF,For
5457,9439,EL,For
5458,9439,RV,For
5459,9439,DF,For
5460,9439,ALT,For
5461,9439,NB,For
5462,9439,UFG,For
5463,9439,Theresa Scavenius (UFG),Hverken
5464,9440,S,For
5465,9440,V,For
5466,9440,M,For
5467,9440,DD,For
5468,9440,LA,For
5469,9440,KF,For
5470,9440,RV,For
5471,9440,DF,For
5472,9440,ALT,For
5473,9440,NB,For
5474,9440,UFG,For
5475,9440,SF,Imod
5476,9440,EL,Imod
5477,9440,Theresa Scavenius (UFG),Hverken
5478,9441,S,For
5479,9441,V,For
5480,9441,SF,For
5481,9441,M,For
5482,9441,DD,For
5483,9441,LA,For
5484,9441,KF,For
5485,9441,EL,For
5486,9441,RV,For
5487,9441,DF,For
5488,9441,Jon Stephensen (UFG),For
5489,9441,ALT,Imod
5490,9441,NB,Imod
5491,9441,Lars Boje Mathiesen (UFG),Imod
5492,9441,Theresa Scavenius (UFG),Hverken
5493,9442,S,For
5494,9442,V,For
5495,9442,SF,For
5496,9442,M,For
5497,9442,DD,For
5498,9442,LA,For
5499,9442,KF,For
5500,9442,EL,For
5501,9442,RV,For
5502,9442,DF,For
5503,9442,NB,For
5504,9442,UFG,For
5505,9442,ALT,Hverken
5506,9442,Theresa Scavenius (UFG),Hverken
5507,9443,S,For
5508,9443,V,For
5509,9443,SF,For
5510,9443,M,For
5511,9443,DD,For
5512,9443,LA,For
5513,9443,KF,For
5514,9443,EL,For
5515,9443,RV,For
5516,9443,DF,For
5517,9443,ALT,For
5518,9443,NB,For
5519,9443,UFG,For
5520,9443,Theresa Scavenius (UFG),Hverken
5521,9444,S,For
5522,9444,V,For
5523,9444,SF,For
5524,9444,M,For
5525,9444,DD,For
5526,9444,LA,For
5527,9444,KF,For
5528,9444,RV,For
5529,9444,DF,For
5530,9444,NB,For
5531,9444,UFG,For
5532,9444,EL,Imod
5533,9444,ALT,Imod
5534,9444,Theresa Scavenius (UFG),Hverken
5535,9445,S,For
5536,9445,V,For
5537,9445,SF,For
5538,9445,M,For
5539,9445,DD,For
5540,9445,LA,For
