,afstemningsid,parti,stemme
5541,9445,KF,For
5542,9445,EL,For
5543,9445,RV,For
5544,9445,DF,For
5545,9445,ALT,For
5546,9445,NB,For
5547,9445,UFG,For
5548,9445,Theresa Scavenius (UFG),Hverken
5549,9446,SF,For
5550,9446,LA,For
5551,9446,KF,For
5552,9446,EL,For
5553,9446,DF,For
5554,9446,ALT,For
5555,9446,NB,For
5556,9446,UFG,For
5557,9446,S,Imod
5558,9446,V,Imod
5559,9446,M,Imod
5560,9446,DD,Imod
5561,9446,Alex Vanopslagh (LA),Imod
5562,9446,RV,Imod
5563,9446,Jon Stephensen (UFG),Imod
5564,9447,SF,For
5565,9447,DD,For
5566,9447,LA,For
5567,9447,KF,For
5568,9447,EL,For
5569,9447,DF,For
5570,9447,ALT,For
5571,9447,NB,For
5572,9447,UFG,For
5573,9447,S,Imod
5574,9447,V,Imod
5575,9447,M,Imod
5576,9447,RV,Imod
5577,9448,S,For
5578,9448,V,For
5579,9448,M,For
5580,9448,RV,For
5581,9448,Jon Stephensen (UFG),For
5582,9448,SF,Imod
5583,9448,DD,Imod
5584,9448,LA,Imod
5585,9448,KF,Imod
5586,9448,EL,Imod
5587,9448,DF,Imod
5588,9448,ALT,Imod
5589,9448,NB,Imod
5590,9448,UFG,Imod
5591,9449,DD,For
5592,9449,LA,For
5593,9449,KF,For
5594,9449,EL,For
5595,9449,RV,For
5596,9449,DF,For
5597,9449,ALT,For
5598,9449,NB,For
5599,9449,Lars Boje Mathiesen (UFG),For
5600,9449,S,Imod
5601,9449,V,Imod
5602,9449,SF,Imod
5603,9449,M,Imod
5604,9449,Jon Stephensen (UFG),Imod
5605,9450,DF,For
5606,9450,NB,For
5607,9450,S,Imod
5608,9450,V,Imod
5609,9450,SF,Imod
5610,9450,M,Imod
5611,9450,DD,Imod
5612,9450,LA,Imod
5613,9450,KF,Imod
5614,9450,EL,Imod
5615,9450,RV,Imod
5616,9450,ALT,Imod
5617,9450,UFG,Imod
5618,9451,ALT,For
5619,9451,S,Imod
5620,9451,V,Imod
5621,9451,SF,Imod
5622,9451,M,Imod
5623,9451,DD,Imod
5624,9451,LA,Imod
5625,9451,KF,Imod
5626,9451,EL,Imod
5627,9451,RV,Imod
5628,9451,DF,Imod
5629,9451,NB,Imod
5630,9451,UFG,Imod
5631,9452,S,For
5632,9452,V,For
5633,9452,SF,For
5634,9452,M,For
5635,9452,DD,For
5636,9452,LA,For
5637,9452,KF,For
5638,9452,EL,For
5639,9452,RV,For
5640,9452,DF,For
5641,9452,ALT,For
5642,9452,NB,For
5643,9453,S,For
5644,9453,V,For
5645,9453,SF,For
5646,9453,M,For
5647,9453,DD,For
5648,9453,LA,For
5649,9453,KF,For
5650,9453,EL,For
5651,9453,RV,For
5652,9453,DF,For
5653,9453,ALT,For
5654,9453,NB,For
5655,9454,S,For
5656,9454,V,For
5657,9454,SF,For
5658,9454,M,For
5659,9454,DD,For
5660,9454,LA,For
5661,9454,KF,For
5662,9454,EL,For
5663,9454,RV,For
5664,9454,DF,For
5665,9454,ALT,For
5666,9454,NB,For
5667,9455,S,For
5668,9455,V,For
5669,9455,SF,For
5670,9455,M,For
5671,9455,DD,For
5672,9455,LA,For
5673,9455,KF,For
5674,9455,EL,For
5675,9455,RV,For
5676,9455,DF,For
5677,9455,ALT,For
5678,9455,NB,For
5679,9456,LA,For
5680,9456,KF,For
5681,9456,DF,For
5682,9456,NB,For
5683,9456,S,Imod
5684,9456,V,Imod
5685,9456,SF,Imod
5686,9456,M,Imod
5687,9456,DD,Imod
5688,9456,EL,Imod
5689,9456,RV,Imod
5690,9456,ALT,Imod
5691,9457,SF,For
5692,9457,DD,For
5693,9457,KF,For
5694,9457,EL,For
5695,9457,RV,For
5696,9457,ALT,For
5697,9457,NB,For
5698,9457,S,Imod
5699,9457,V,Imod
5700,9457,M,Imod
5701,9457,LA,Imod
5702,9457,DF,Imod
5703,9457,UFG,Imod
5704,9458,S,For
5705,9458,V,For
5706,9458,SF,For
5707,9458,M,For
5708,9458,DD,For
5709,9458,LA,For
5710,9458,KF,For
5711,9458,EL,For
5712,9458,RV,For
5713,9458,DF,For
5714,9458,ALT,For
5715,9458,NB,For
5716,9459,S,For
5717,9459,V,For
5718,9459,M,For
5719,9459,LA,For
5720,9459,KF,For
5721,9459,RV,For
5722,9459,NB,For
5723,9459,SF,Imod
5724,9459,DD,Imod
5725,9459,EL,Imod
5726,9459,DF,Imod
5727,9459,ALT,Imod
5728,9460,S,For
5729,9460,V,For
5730,9460,SF,For
5731,9460,M,For
5732,9460,DD,For
5733,9460,LA,For
5734,9460,KF,For
5735,9460,EL,For
5736,9460,RV,For
5737,9460,DF,For
5738,9460,ALT,For
5739,9460,NB,For
5740,9460,Jon Stephensen (UFG),For
5741,9460,Lars Boje Mathiesen (UFG),Imod
5742,9461,S,For
5743,9461,V,For
5744,9461,SF,For
5745,9461,M,For
5746,9461,DD,For
5747,9461,LA,For
5748,9461,KF,For
5749,9461,EL,For
5750,9461,RV,For
5751,9461,DF,For
5752,9461,ALT,For
5753,9461,NB,For
5754,9461,Jon Stephensen (UFG),For
5755,9461,Lars Boje Mathiesen (UFG),Imod
5756,9462,EL,For
5757,9462,S,Imod
5758,9462,V,Imod
5759,9462,SF,Imod
5760,9462,M,Imod
5761,9462,DD,Imod
5762,9462,LA,Imod
5763,9462,KF,Imod
5764,9462,Anne Hegelund (EL),Imod
5765,9462,RV,Imod
5766,9462,DF,Imod
5767,9462,ALT,Imod
5768,9462,NB,Imod
5769,9462,UFG,Imod
5770,9463,S,For
5771,9463,V,For
5772,9463,SF,For
5773,9463,M,For
5774,9463,DD,For
5775,9463,LA,For
5776,9463,KF,For
5777,9463,EL,For
5778,9463,RV,For
5779,9463,DF,For
5780,9463,ALT,For
5781,9463,NB,For
5782,9463,Jon Stephensen (UFG),For
5783,9463,Lars Boje Mathiesen (UFG),Imod
5784,9464,S,For
5785,9464,V,For
5786,9464,SF,For
5787,9464,M,For
5788,9464,DD,For
5789,9464,LA,For
5790,9464,KF,For
5791,9464,EL,For
5792,9464,RV,For
5793,9464,DF,For
5794,9464,ALT,For
5795,9464,NB,For
5796,9464,UFG,For
5797,9465,EL,For
5798,9465,S,Imod
5799,9465,V,Imod
5800,9465,SF,Imod
5801,9465,M,Imod
5802,9465,DD,Imod
5803,9465,LA,Imod
5804,9465,KF,Imod
5805,9465,RV,Imod
5806,9465,DF,Imod
5807,9465,ALT,Imod
5808,9465,NB,Imod
5809,9465,UFG,Imod
5810,9466,EL,For
5811,9466,S,Imod
5812,9466,V,Imod
5813,9466,SF,Imod
5814,9466,M,Imod
5815,9466,DD,Imod
5816,9466,LA,Imod
5817,9466,KF,Imod
5818,9466,RV,Imod
5819,9466,DF,Imod
5820,9466,ALT,Imod
5821,9466,NB,Imod
5822,9466,UFG,Imod
5823,9467,S,For
5824,9467,V,For
5825,9467,SF,For
5826,9467,M,For
5827,9467,DD,For
5828,9467,LA,For
5829,9467,KF,For
5830,9467,EL,For
5831,9467,RV,For
5832,9467,DF,For
5833,9467,ALT,For
5834,9467,NB,For
5835,9467,Jon Stephensen (UFG),For
5836,9467,Lars Boje Mathiesen (UFG),Imod
5837,9468,S,For
5838,9468,V,For
5839,9468,SF,For
5840,9468,M,For
5841,9468,DD,For
5842,9468,LA,For
5843,9468,KF,For
5844,9468,EL,For
5845,9468,RV,For
5846,9468,DF,For
5847,9468,ALT,For
5848,9468,NB,For
5849,9468,Jon Stephensen (UFG),For
5850,9468,Lars Boje Mathiesen (UFG),Imod
5851,9469,EL,For
5852,9469,S,Imod
5853,9469,V,Imod
5854,9469,SF,Imod
5855,9469,M,Imod
5856,9469,DD,Imod
5857,9469,LA,Imod
5858,9469,KF,Imod
5859,9469,RV,Imod
5860,9469,DF,Imod
5861,9469,ALT,Imod
5862,9469,NB,Imod
5863,9469,UFG,Imod
5864,9470,EL,For
5865,9470,S,Imod
5866,9470,V,Imod
5867,9470,SF,Imod
5868,9470,M,Imod
5869,9470,DD,Imod
5870,9470,LA,Imod
5871,9470,KF,Imod
5872,9470,RV,Imod
5873,9470,DF,Imod
5874,9470,ALT,Imod
5875,9470,NB,Imod
5876,9470,UFG,Imod
5877,9471,S,For
5878,9471,V,For
5879,9471,SF,For
5880,9471,M,For
5881,9471,DD,For
5882,9471,LA,For
5883,9471,KF,For
5884,9471,RV,For
5885,9471,DF,For
5886,9471,ALT,For
5887,9471,NB,For
5888,9471,Jon Stephensen (UFG),For
5889,9471,EL,Imod
5890,9471,Lars Boje Mathiesen (UFG),Imod
5891,9472,S,For
5892,9472,V,For
5893,9472,SF,For
5894,9472,M,For
5895,9472,DD,For
5896,9472,LA,For
5897,9472,KF,For
5898,9472,RV,For
5899,9472,DF,For
5900,9472,ALT,For
5901,9472,NB,For
5902,9472,Jon Stephensen (UFG),For
5903,9472,EL,Imod
5904,9472,Lars Boje Mathiesen (UFG),Imod
5905,9473,S,For
5906,9473,V,For
5907,9473,SF,For
5908,9473,M,For
5909,9473,DD,For
5910,9473,LA,For
5911,9473,KF,For
5912,9473,RV,For
5913,9473,DF,For
5914,9473,ALT,For
5915,9473,NB,For
5916,9473,Jon Stephensen (UFG),For
5917,9473,EL,Imod
5918,9473,Lars Boje Mathiesen (UFG),Imod
5919,9474,SF,For
5920,9474,EL,For
5921,9474,ALT,For
5922,9474,S,Imod
5923,9474,V,Imod
5924,9474,M,Imod
5925,9474,DD,Imod
5926,9474,LA,Imod
5927,9474,KF,Imod
5928,9474,RV,Imod
5929,9474,DF,Imod
5930,9474,NB,Imod
5931,9474,UFG,Imod
5932,9475,S,For
5933,9475,V,For
5934,9475,SF,For
5935,9475,M,For
5936,9475,DD,For
5937,9475,KF,For
5938,9475,EL,For
5939,9475,DF,For
5940,9475,ALT,For
5941,9475,NB,For
5942,9475,UFG,For
5943,9475,LA,Imod
5944,9475,RV,Hverken
5945,9476,S,For
5946,9476,V,For
5947,9476,SF,For
5948,9476,M,For
5949,9476,DD,For
5950,9476,LA,For
5951,9476,EL,For
5952,9476,RV,For
5953,9476,DF,For
5954,9476,ALT,For
5955,9476,NB,For
5956,9476,Jon Stephensen (UFG),For
5957,9476,KF,Imod
5958,9476,Lars Boje Mathiesen (UFG),Hverken
5959,9477,S,For
5960,9477,V,For
5961,9477,SF,For
5962,9477,M,For
5963,9477,DD,For
5964,9477,LA,For
5965,9477,KF,For
5966,9477,RV,For
5967,9477,DF,For
5968,9477,NB,For
5969,9477,Jon Stephensen (UFG),For
5970,9477,EL,Imod
5971,9477,ALT,Imod
5972,9477,Lars Boje Mathiesen (UFG),Imod
5973,9478,S,For
5974,9478,V,For
5975,9478,SF,For
5976,9478,M,For
5977,9478,DD,For
5978,9478,LA,For
5979,9478,KF,For
5980,9478,EL,For
5981,9478,RV,For
5982,9478,DF,For
5983,9478,ALT,For
5984,9478,Jon Stephensen (UFG),For
5985,9478,NB,Imod
5986,9478,Lars Boje Mathiesen (UFG),Imod
5987,9479,S,For
5988,9479,V,For
5989,9479,SF,For
5990,9479,M,For
5991,9479,DD,For
5992,9479,LA,For
5993,9479,KF,For
5994,9479,EL,For
5995,9479,RV,For
5996,9479,DF,For
5997,9479,ALT,For
5998,9479,Jon Stephensen (UFG),For
5999,9479,NB,Imod
6000,9479,Lars Boje Mathiesen (UFG),Imod
6001,9480,S,For
6002,9480,V,For
6003,9480,SF,For
6004,9480,M,For
6005,9480,DD,For
6006,9480,LA,For
6007,9480,KF,For
6008,9480,EL,For
6009,9480,RV,For
6010,9480,DF,For
6011,9480,ALT,For
6012,9480,Jon Stephensen (UFG),For
6013,9480,NB,Imod
6014,9480,Lars Boje Mathiesen (UFG),Imod
6015,9481,S,For
6016,9481,V,For
6017,9481,SF,For
6018,9481,M,For
6019,9481,DD,For
6020,9481,LA,For
6021,9481,KF,For
6022,9481,EL,For
6023,9481,RV,For
6024,9481,DF,For
6025,9481,ALT,For
6026,9481,NB,For
6027,9481,UFG,For
6028,9482,S,For
6029,9482,V,For
6030,9482,SF,For
6031,9482,M,For
6032,9482,DD,For
6033,9482,LA,For
6034,9482,KF,For
6035,9482,EL,For
6036,9482,RV,For
6037,9482,DF,For
6038,9482,ALT,For
6039,9482,NB,For
6040,9482,UFG,For
6041,9483,S,For
6042,9483,V,For
6043,9483,SF,For
6044,9483,M,For
6045,9483,DD,For
6046,9483,LA,For
6047,9483,KF,For
6048,9483,EL,For
6049,9483,RV,For
6050,9483,DF,For
6051,9483,ALT,For
6052,9483,NB,For
6053,9483,UFG,For
6054,9484,S,For
6055,9484,V,For
6056,9484,SF,For
6057,9484,M,For
6058,9484,DD,For
6059,9484,Sólbjørg Jakobsen (LA),For
6060,9484,KF,For
6061,9484,EL,For
6062,9484,RV,For
6063,9484,DF,For
6064,9484,NB,For
6065,9484,Jon Stephensen (UFG),For
6066,9484,LA,Imod
6067,9484,ALT,Imod
6068,9484,Lars Boje Mathiesen (UFG),Hverken
6069,9485,S,For
6070,9485,V,For
6071,9485,M,For
6072,9485,DD,For
6073,9485,KF,For
6074,9485,DF,For
6075,9485,ALT,For
6076,9485,NB,For
6077,9485,Jon Stephensen (UFG),For
6078,9485,SF,Imod
6079,9485,LA,Imod
6080,9485,EL,Imod
6081,9485,RV,Imod
6082,9485,Lars Boje Mathiesen (UFG),Hverken
6083,9486,S,For
6084,9486,V,For
6085,9486,SF,For
6086,9486,M,For
6087,9486,DD,For
6088,9486,LA,For
6089,9486,KF,For
6090,9486,EL,For
6091,9486,RV,For
6092,9486,DF,For
6093,9486,ALT,For
6094,9486,NB,For
6095,9486,UFG,For
6096,9487,S,For
6097,9487,V,For
6098,9487,SF,For
6099,9487,M,For
6100,9487,DD,For
6101,9487,LA,For
6102,9487,KF,For
6103,9487,EL,For
6104,9487,RV,For
6105,9487,DF,For
6106,9487,ALT,For
6107,9487,NB,For
6108,9487,UFG,For
6109,9488,DD,For
6110,9488,LA,For
6111,9488,KF,For
6112,9488,DF,For
6113,9488,NB,For
6114,9488,Lars Boje Mathiesen (UFG),For
6115,9488,S,Imod
6116,9488,V,Imod
6117,9488,SF,Imod
6118,9488,M,Imod
6119,9488,Sólbjørg Jakobsen (LA),Imod
6120,9488,EL,Imod
6121,9488,RV,Imod
6122,9488,ALT,Imod
6123,9488,Jon Stephensen (UFG),Imod
6124,9489,SF,For
6125,9489,EL,For
6126,9489,RV,For
6127,9489,ALT,For
6128,9489,S,Imod
6129,9489,V,Imod
6130,9489,M,Imod
6131,9489,DD,Imod
6132,9489,LA,Imod
6133,9489,KF,Imod
6134,9489,DF,Imod
6135,9489,NB,Imod
6136,9489,UFG,Imod
6137,9490,SF,For
6138,9490,EL,For
6139,9490,RV,For
6140,9490,ALT,For
6141,9490,S,Imod
6142,9490,V,Imod
6143,9490,M,Imod
6144,9490,DD,Imod
6145,9490,LA,Imod
6146,9490,KF,Imod
6147,9490,DF,Imod
6148,9490,NB,Imod
6149,9490,UFG,Imod
6150,9491,SF,For
6151,9491,EL,For
6152,9491,RV,For
6153,9491,ALT,For
6154,9491,S,Imod
6155,9491,V,Imod
6156,9491,M,Imod
6157,9491,DD,Imod
6158,9491,LA,Imod
6159,9491,KF,Imod
6160,9491,DF,Imod
6161,9491,NB,Imod
6162,9491,UFG,Imod
6163,9492,SF,For
6164,9492,EL,For
6165,9492,RV,For
6166,9492,ALT,For
6167,9492,S,Imod
6168,9492,V,Imod
6169,9492,M,Imod
6170,9492,DD,Imod
6171,9492,LA,Imod
6172,9492,KF,Imod
6173,9492,DF,Imod
6174,9492,NB,Imod
6175,9492,UFG,Imod
6176,9493,SF,For
6177,9493,EL,For
6178,9493,ALT,For
6179,9493,S,Imod
6180,9493,V,Imod
6181,9493,M,Imod
6182,9493,DD,Imod
6183,9493,LA,Imod
6184,9493,KF,Imod
6185,9493,Victoria Velasquez (EL),Imod
6186,9493,Søren Egge Rasmussen (EL),Imod
6187,9493,RV,Imod
6188,9493,DF,Imod
6189,9493,NB,Imod
6190,9493,UFG,Imod
6191,9494,SF,For
6192,9494,DD,For
6193,9494,EL,For
6194,9494,RV,For
6195,9494,ALT,For
6196,9494,Lars Boje Mathiesen (UFG),For
6197,9494,S,Imod
6198,9494,V,Imod
6199,9494,M,Imod
6200,9494,Søren Espersen (DD),Imod
6201,9494,Karina Adsbøl (DD),Imod
6202,9494,Jens Henrik Thulesen Dahl (DD),Imod
6203,9494,Susie Jessen (DD),Imod
6204,9494,LA,Imod
6205,9494,KF,Imod
6206,9494,DF,Imod
6207,9494,NB,Imod
6208,9494,Jon Stephensen (UFG),Imod
6209,9495,SF,For
6210,9495,EL,For
6211,9495,RV,For
6212,9495,ALT,For
6213,9495,S,Imod
6214,9495,V,Imod
6215,9495,M,Imod
6216,9495,DD,Imod
6217,9495,LA,Imod
6218,9495,KF,Imod
6219,9495,DF,Imod
6220,9495,NB,Imod
6221,9495,UFG,Imod
6222,9496,DD,For
6223,9496,Lars Boje Mathiesen (UFG),For
6224,9496,S,Imod
6225,9496,V,Imod
6226,9496,SF,Imod
6227,9496,M,Imod
6228,9496,LA,Imod
6229,9496,KF,Imod
6230,9496,EL,Imod
6231,9496,RV,Imod
6232,9496,DF,Imod
6233,9496,ALT,Imod
6234,9496,NB,Imod
6235,9496,Jon Stephensen (UFG),Imod
6236,9497,SF,For
6237,9497,EL,For
6238,9497,RV,For
6239,9497,ALT,For
6240,9497,S,Imod
6241,9497,V,Imod
6242,9497,M,Imod
6243,9497,DD,Imod
6244,9497,LA,Imod
6245,9497,KF,Imod
6246,9497,DF,Imod
6247,9497,NB,Imod
6248,9497,UFG,Imod
6249,9498,SF,For
6250,9498,EL,For
6251,9498,RV,For
6252,9498,ALT,For
6253,9498,S,Imod
6254,9498,V,Imod
6255,9498,M,Imod
6256,9498,DD,Imod
6257,9498,LA,Imod
6258,9498,KF,Imod
6259,9498,DF,Imod
6260,9498,NB,Imod
6261,9498,UFG,Imod
6262,9499,SF,For
6263,9499,EL,For
6264,9499,RV,For
6265,9499,ALT,For
6266,9499,S,Imod
6267,9499,V,Imod
6268,9499,M,Imod
6269,9499,DD,Imod
6270,9499,LA,Imod
6271,9499,KF,Imod
6272,9499,DF,Imod
6273,9499,NB,Imod
6274,9499,UFG,Imod
6275,9500,DD,For
6276,9500,KF,For
6277,9500,DF,For
6278,9500,NB,For
6279,9500,Lars Boje Mathiesen (UFG),For
6280,9500,S,Imod
6281,9500,V,Imod
6282,9500,SF,Imod
6283,9500,M,Imod
6284,9500,LA,Imod
6285,9500,EL,Imod
6286,9500,RV,Imod
6287,9500,ALT,Imod
6288,9500,Jon Stephensen (UFG),Imod
6289,9501,DD,For
6290,9501,KF,For
6291,9501,DF,For
6292,9501,NB,For
6293,9501,Lars Boje Mathiesen (UFG),For
6294,9501,S,Imod
6295,9501,V,Imod
6296,9501,SF,Imod
6297,9501,M,Imod
6298,9501,LA,Imod
6299,9501,EL,Imod
6300,9501,RV,Imod
6301,9501,ALT,Imod
6302,9501,Jon Stephensen (UFG),Imod
6303,9502,DD,For
6304,9502,KF,For
6305,9502,DF,For
6306,9502,NB,For
6307,9502,Lars Boje Mathiesen (UFG),For
6308,9502,S,Imod
6309,9502,V,Imod
6310,9502,SF,Imod
6311,9502,M,Imod
6312,9502,LA,Imod
6313,9502,EL,Imod
6314,9502,RV,Imod
6315,9502,ALT,Imod
6316,9502,Jon Stephensen (UFG),Imod
6317,9503,DD,For
6318,9503,KF,For
6319,9503,DF,For
6320,9503,NB,For
6321,9503,Lars Boje Mathiesen (UFG),For
6322,9503,S,Imod
6323,9503,V,Imod
6324,9503,SF,Imod
6325,9503,M,Imod
6326,9503,LA,Imod
6327,9503,EL,Imod
6328,9503,RV,Imod
6329,9503,ALT,Imod
6330,9503,Jon Stephensen (UFG),Imod
6331,9504,DD,For
6332,9504,KF,For
6333,9504,DF,For
6334,9504,NB,For
6335,9504,Lars Boje Mathiesen (UFG),For
6336,9504,S,Imod
6337,9504,V,Imod
6338,9504,SF,Imod
6339,9504,M,Imod
6340,9504,LA,Imod
6341,9504,EL,Imod
6342,9504,RV,Imod
6343,9504,ALT,Imod
6344,9504,Jon Stephensen (UFG),Imod
6345,9505,DF,For
6346,9505,NB,For
6347,9505,Lars Boje Mathiesen (UFG),For
6348,9505,S,Imod
6349,9505,V,Imod
6350,9505,SF,Imod
6351,9505,M,Imod
6352,9505,DD,Imod
6353,9505,LA,Imod
6354,9505,KF,Imod
6355,9505,EL,Imod
6356,9505,RV,Imod
6357,9505,ALT,Imod
6358,9505,Jon Stephensen (UFG),Imod
6359,9506,DD,For
6360,9506,KF,For
6361,9506,DF,For
6362,9506,NB,For
6363,9506,Lars Boje Mathiesen (UFG),For
6364,9506,S,Imod
6365,9506,V,Imod
6366,9506,SF,Imod
6367,9506,M,Imod
6368,9506,LA,Imod
6369,9506,EL,Imod
6370,9506,RV,Imod
6371,9506,ALT,Imod
6372,9506,Jon Stephensen (UFG),Imod
6373,9507,DD,For
6374,9507,KF,For
6375,9507,DF,For
6376,9507,NB,For
6377,9507,Lars Boje Mathiesen (UFG),For
6378,9507,S,Imod
6379,9507,V,Imod
6380,9507,SF,Imod
6381,9507,M,Imod
6382,9507,LA,Imod
6383,9507,EL,Imod
6384,9507,RV,Imod
6385,9507,ALT,Imod
6386,9507,Jon Stephensen (UFG),Imod
6387,9508,DD,For
6388,9508,KF,For
6389,9508,DF,For
6390,9508,NB,For
6391,9508,Lars Boje Mathiesen (UFG),For
6392,9508,S,Imod
6393,9508,V,Imod
6394,9508,SF,Imod
6395,9508,M,Imod
6396,9508,LA,Imod
6397,9508,EL,Imod
6398,9508,RV,Imod
6399,9508,ALT,Imod
6400,9508,Jon Stephensen (UFG),Imod
6401,9509,DF,For
6402,9509,NB,For
6403,9509,Lars Boje Mathiesen (UFG),For
6404,9509,S,Imod
6405,9509,V,Imod
6406,9509,SF,Imod
6407,9509,M,Imod
6408,9509,DD,Imod
6409,9509,LA,Imod
6410,9509,KF,Imod
6411,9509,EL,Imod
6412,9509,RV,Imod
6413,9509,ALT,Imod
6414,9509,Jon Stephensen (UFG),Imod
6415,9510,DF,For
6416,9510,NB,For
6417,9510,Lars Boje Mathiesen (UFG),For
6418,9510,S,Imod
6419,9510,V,Imod
6420,9510,SF,Imod
6421,9510,M,Imod
6422,9510,DD,Imod
6423,9510,LA,Imod
6424,9510,KF,Imod
6425,9510,EL,Imod
6426,9510,RV,Imod
6427,9510,ALT,Imod
6428,9510,Jon Stephensen (UFG),Imod
6429,9511,DF,For
6430,9511,NB,For
6431,9511,Lars Boje Mathiesen (UFG),For
6432,9511,S,Imod
6433,9511,V,Imod
6434,9511,SF,Imod
6435,9511,M,Imod
6436,9511,DD,Imod
6437,9511,LA,Imod
6438,9511,KF,Imod
6439,9511,EL,Imod
6440,9511,RV,Imod
6441,9511,ALT,Imod
6442,9511,Jon Stephensen (UFG),Imod
6443,9512,DD,For
6444,9512,KF,For
6445,9512,DF,For
6446,9512,NB,For
6447,9512,Lars Boje Mathiesen (UFG),For
6448,9512,S,Imod
6449,9512,V,Imod
6450,9512,SF,Imod
6451,9512,M,Imod
6452,9512,LA,Imod
6453,9512,EL,Imod
6454,9512,RV,Imod
6455,9512,ALT,Imod
6456,9512,Jon Stephensen (UFG),Imod
6457,9513,DD,For
6458,9513,KF,For
6459,9513,DF,For
6460,9513,Lars Boje Mathiesen (UFG),For
6461,9513,S,Imod
6462,9513,V,Imod
6463,9513,SF,Imod
6464,9513,M,Imod
6465,9513,LA,Imod
6466,9513,EL,Imod
6467,9513,RV,Imod
6468,9513,ALT,Imod
6469,9513,Jon Stephensen (UFG),Imod
6470,9514,DD,For
6471,9514,KF,For
6472,9514,DF,For
6473,9514,Lars Boje Mathiesen (UFG),For
6474,9514,S,Imod
6475,9514,V,Imod
6476,9514,SF,Imod
6477,9514,M,Imod
6478,9514,LA,Imod
6479,9514,EL,Imod
6480,9514,RV,Imod
6481,9514,ALT,Imod
6482,9514,Jon Stephensen (UFG),Imod
6483,9515,DF,For
6484,9515,NB,For
6485,9515,Lars Boje Mathiesen (UFG),For
6486,9515,S,Imod
6487,9515,V,Imod
6488,9515,SF,Imod
6489,9515,M,Imod
6490,9515,DD,Imod
6491,9515,LA,Imod
6492,9515,KF,Imod
6493,9515,EL,Imod
6494,9515,RV,Imod
6495,9515,ALT,Imod
6496,9515,Jon Stephensen (UFG),Imod
6497,9516,DD,For
6498,9516,KF,For
6499,9516,DF,For
6500,9516,NB,For
6501,9516,Lars Boje Mathiesen (UFG),For
6502,9516,S,Imod
6503,9516,V,Imod
6504,9516,SF,Imod
6505,9516,M,Imod
6506,9516,LA,Imod
6507,9516,EL,Imod
6508,9516,RV,Imod
6509,9516,ALT,Imod
6510,9516,Jon Stephensen (UFG),Imod
6511,9517,DD,For
6512,9517,KF,For
6513,9517,DF,For
6514,9517,NB,For
6515,9517,Lars Boje Mathiesen (UFG),For
6516,9517,S,Imod
6517,9517,V,Imod
6518,9517,SF,Imod
6519,9517,M,Imod
6520,9517,LA,Imod
6521,9517,EL,Imod
6522,9517,RV,Imod
6523,9517,ALT,Imod
6524,9517,Jon Stephensen (UFG),Imod
6525,9518,S,For
6526,9518,V,For
6527,9518,Serdal Benli (SF),For
6528,9518,Theresa Berg Andersen (SF),For
6529,9518,M,For
6530,9518,DD,For
6531,9518,LA,For
6532,9518,KF,For
6533,9518,EL,For
6534,9518,RV,For
6535,9518,ALT,For
6536,9518,Jon Stephensen (UFG),For
6537,9518,SF,Imod
6538,9518,DF,Imod
6539,9518,NB,Imod
6540,9518,Lars Boje Mathiesen (UFG),Imod
6541,9519,S,For
6542,9519,V,For
6543,9519,SF,For
6544,9519,M,For
6545,9519,DD,For
6546,9519,LA,For
6547,9519,KF,For
6548,9519,EL,For
6549,9519,RV,For
6550,9519,DF,For
6551,9519,ALT,For
6552,9519,NB,For
6553,9519,UFG,For
6554,9520,S,For
6555,9520,V,For
6556,9520,SF,For
6557,9520,M,For
6558,9520,DD,For
6559,9520,LA,For
6560,9520,KF,For
6561,9520,EL,For
6562,9520,RV,For
6563,9520,DF,For
6564,9520,ALT,For
6565,9520,NB,For
6566,9520,UFG,For
6567,9521,S,For
6568,9521,V,For
6569,9521,SF,For
6570,9521,M,For
6571,9521,LA,For
6572,9521,EL,For
6573,9521,RV,For
6574,9521,ALT,For
6575,9521,Jon Stephensen (UFG),For
6576,9521,DF,Imod
6577,9521,NB,Imod
6578,9521,Lars Boje Mathiesen (UFG),Imod
6579,9521,DD,Hverken
6580,9521,KF,Hverken
6581,9522,S,For
6582,9522,V,For
6583,9522,SF,For
6584,9522,M,For
6585,9522,DD,For
6586,9522,LA,For
6587,9522,KF,For
6588,9522,EL,For
6589,9522,RV,For
6590,9522,ALT,For
6591,9522,Jon Stephensen (UFG),For
6592,9522,DF,Imod
6593,9522,NB,Imod
6594,9522,Lars Boje Mathiesen (UFG),Imod
6595,9523,S,For
6596,9523,V,For
6597,9523,M,For
6598,9523,DD,For
6599,9523,LA,For
6600,9523,KF,For
6601,9523,RV,For
6602,9523,DF,For
6603,9523,Jon Stephensen (UFG),For
6604,9523,SF,Imod
6605,9523,EL,Imod
6606,9523,ALT,Imod
6607,9523,NB,Imod
6608,9523,Lars Boje Mathiesen (UFG),Imod
6609,9524,S,For
6610,9524,V,For
6611,9524,SF,For
6612,9524,M,For
6613,9524,DD,For
6614,9524,LA,For
6615,9524,KF,For
6616,9524,EL,For
6617,9524,RV,For
6618,9524,DF,For
6619,9524,ALT,For
6620,9524,Jon Stephensen (UFG),For
6621,9524,NB,Imod
6622,9524,Lars Boje Mathiesen (UFG),Imod
6623,9525,S,For
6624,9525,V,For
6625,9525,SF,For
6626,9525,M,For
6627,9525,DD,For
6628,9525,LA,For
